Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z010,Examen des yeux et de la vision,178,1 à 10,NA,177,0,0
Z011,Examen des oreilles et de l'audition,81,1 à 10,NA,79,1 à 10,0
Z012,Examen dentaire,202,0,"",202,1 à 10,0
Z014,Examen gynécologique (de routine) (général),73,0,"",73,1 à 10,0
Z015,Tests cutanés de diagnostic et de sensibilisation,66 264,351,"1,49",65 913,0,0
Z016,"Examen radiologique, non classé ailleurs",52,19,"2,32",33,1 à 10,0
Z017,Examens de laboratoire,97,1 à 10,NA,96,1 à 10,0
Z018,Autres examens spéciaux précisés,317,12,"2,67",305,17,0
Z019,"Examen spécial, sans précision",73,1 à 10,NA,70,1 à 10,0
"",Total,67 341,389,"",66 952,"",0
