Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
I1300,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50",215,198,"14,31",17,12,0
I1301,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40",100,93,"10,99",1 à 10,1 à 10,0
I1302,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40",151,139,"13,75",12,1 à 10,0
I1309,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] non précisée",231,205,"12,94",26,16,0
I131,"Cardionéphropathie hypertensive, avec insuffisance rénale",176,158,"12,34",18,1 à 10,0
I1320,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50",751,727,"13,38",24,18,0
I1321,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40",263,254,"14,61",1 à 10,1 à 10,0
I1322,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40",543,525,"15,04",18,1 à 10,0
I1329,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] non précisée",1 077,1 006,"12,78",71,49,0
I139,"Cardionéphropathie hypertensive, sans précision",106,90,"11,90",16,1 à 10,0
"",Total,3 613,3 395,"",218,"",0
