Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S370,Lésion traumatique du rein,302,262,"6,40",40,0,0
S3700,"Lésion traumatique du rein, sans plaie intra-abdominale",910,830,"6,55",80,0,0
S3701,"Lésion traumatique du rein, avec plaie intra-abdominale",134,129,"6,91",1 à 10,0,0
S371,Lésion traumatique de l'uretère,35,29,"7,52",1 à 10,0,0
S3710,"Lésion traumatique de l'uretère, sans plaie intra-abdominale",111,101,"6,98",1 à 10,0,0
S3711,"Lésion traumatique de l'uretère, avec plaie intra-abdominale",25,20,"10,80",1 à 10,0,0
S372,Lésion traumatique de la vessie,73,69,"5,48",1 à 10,0,0
S3720,"Lésion traumatique de la vessie, sans plaie intra-pelvienne",258,234,"7,51",24,0,0
S3721,"Lésion traumatique de la vessie, avec plaie intra-pelvienne",75,69,"8,29",1 à 10,1 à 10,0
S373,Lésion traumatique de l'urètre,82,71,"5,25",11,0,0
S3730,"Lésion traumatique de l'urètre, sans plaie intra-pelvienne",217,196,"4,35",21,0,0
S3731,"Lésion traumatique de l'urètre, avec plaie intra-pelvienne",21,20,"7,05",1 à 10,0,0
S376,Lésion traumatique de l'utérus,39,26,"2,04",13,1 à 10,0
S3760,"Lésion traumatique de l'utérus, sans plaie intra-pelvienne",105,74,"1,99",31,1 à 10,0
S3761,"Lésion traumatique de l'utérus, avec plaie intra-pelvienne",29,19,"2,47",1 à 10,1 à 10,0
S37800,"Lésion traumatique de la glande surrénale, sans plaie intra-abdominale",97,73,"5,62",24,19,0
S37808,"Lésion traumatique d'autres organes pelviens et urinaires, sauf de la glande surrénale, sans plaie intra-pelvienne",129,115,"4,19",14,1 à 10,0
S37818,"Lésion traumatique d'autres organes pelviens et urinaires, sauf de la glande surrénale, avec plaie intra-pelvienne",13,1 à 10,NA,1 à 10,1 à 10,0
"",Total,2 668,2 357,"",311,"",0
