Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
R940,Résultats anormaux d'explorations fonctionnelles du système nerveux central,90,25,"4,56",65,1 à 10,0
R941,Résultats anormaux d'explorations fonctionnelles du système nerveux périphérique et épreuves sensorielles spéciales,24,1 à 10,NA,23,1 à 10,0
R942,Résultats anormaux d'explorations fonctionnelles pulmonaires,309,89,"3,19",220,0,0
R943,Résultats anormaux d'explorations fonctionnelles cardio-vasculaires,8 035,2 724,"1,59",5 311,123,0
R944,Résultats anormaux d'explorations fonctionnelles rénales,44,16,"1,25",28,0,0
R945,Résultats anormaux d'explorations fonctionnelles hépatiques,427,228,"3,08",199,0,0
R946,Résultats anormaux d'explorations fonctionnelles thyroïdiennes,40,1 à 10,NA,31,0,0
R947,Résultats anormaux d'explorations fonctionnelles endocriniennes,203,117,"2,50",86,0,0
R948,Résultats anormaux d'explorations fonctionnelles d'autres organes et appareils,111,15,"3,47",96,13,0
"",Total,9 283,3 224,"",6 059,"",0
