Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M800,Ostéoporose post-ménopausique avec fracture pathologique,686,300,"10,72",386,1 à 10,0
M8000,Ostéoporose post-ménopausique avec fracture pathologique - Sièges multiples,749,501,"11,42",248,17,0
M8001,Ostéoporose post-ménopausique avec fracture pathologique - Région scapulaire,33,23,"11,35",1 à 10,0,0
M8002,Ostéoporose post-ménopausique avec fracture pathologique - Bras,59,35,"11,74",24,0,0
M8003,Ostéoporose post-ménopausique avec fracture pathologique - Avant-bras,59,25,"10,56",34,1 à 10,0
M8005,Ostéoporose post-ménopausique avec fracture pathologique - Région pelvienne et cuisse,428,321,"13,02",107,1 à 10,0
M8006,Ostéoporose post-ménopausique avec fracture pathologique - Jambe,41,23,"10,96",18,0,0
M8007,Ostéoporose post-ménopausique avec fracture pathologique - Cheville et pied,25,12,"11,42",13,0,0
M8008,Ostéoporose post-ménopausique avec fracture pathologique - Autres localisations,1 832,1 545,"10,95",287,52,0
M8009,Ostéoporose post-ménopausique avec fracture pathologique - Siège non précisé,137,29,"14,55",108,1 à 10,0
M802,Ostéoporose d'inactivité avec fracture pathologique,14,1 à 10,NA,1 à 10,1 à 10,0
M8020,Ostéoporose d'inactivité avec fracture pathologique - Sièges multiples,21,11,"10,00",1 à 10,0,0
M8028,Ostéoporose d'inactivité avec fracture pathologique - Autres localisations,29,24,"12,83",1 à 10,1 à 10,0
M804,Ostéoporose médicamenteuse avec fracture pathologique,53,30,"10,77",23,1 à 10,0
M8040,Ostéoporose médicamenteuse avec fracture pathologique - Sièges multiples,89,76,"11,64",13,1 à 10,0
M8045,Ostéoporose médicamenteuse avec fracture pathologique - Région pelvienne et cuisse,31,27,"13,33",1 à 10,1 à 10,0
M8048,Ostéoporose médicamenteuse avec fracture pathologique - Autres localisations,197,170,"11,71",27,1 à 10,0
M805,Ostéoporose idiopathique avec fracture pathologique,107,49,"9,29",58,0,0
M8050,Ostéoporose idiopathique avec fracture pathologique - Sièges multiples,92,64,"11,92",28,1 à 10,0
M8052,Ostéoporose idiopathique avec fracture pathologique - Bras,13,13,"10,54",0,0,0
M8055,Ostéoporose idiopathique avec fracture pathologique - Région pelvienne et cuisse,138,135,"11,02",1 à 10,1 à 10,0
M8058,Ostéoporose idiopathique avec fracture pathologique - Autres localisations,286,253,"10,75",33,12,0
M8059,Ostéoporose idiopathique avec fracture pathologique - Siège non précisé,34,1 à 10,NA,24,0,0
M808,Autres ostéoporoses avec fracture pathologique,236,146,"10,09",90,1 à 10,0
M8080,Autres ostéoporoses avec fracture pathologique - Sièges multiples,396,302,"13,70",94,1 à 10,0
M8082,Autres ostéoporoses avec fracture pathologique - Bras,28,11,"14,91",17,1 à 10,0
M8083,Autres ostéoporoses avec fracture pathologique - Avant-bras,18,1 à 10,NA,1 à 10,0,0
M8085,Autres ostéoporoses avec fracture pathologique - Région pelvienne et cuisse,299,241,"13,95",58,1 à 10,0
M8086,Autres ostéoporoses avec fracture pathologique - Jambe,23,18,"11,17",1 à 10,1 à 10,0
M8087,Autres ostéoporoses avec fracture pathologique - Cheville et pied,16,1 à 10,NA,1 à 10,1 à 10,0
M8088,Autres ostéoporoses avec fracture pathologique - Autres localisations,2 028,1 654,"11,39",374,63,0
M8089,Autres ostéoporoses avec fracture pathologique - Siège non précisé,34,12,"8,83",22,0,0
M809,"Ostéoporose avec fracture pathologique, sans précision",584,286,"10,21",298,18,0
M8090,"Ostéoporose avec fracture pathologique, sans précision - Sièges multiples",657,543,"11,34",114,14,0
M8091,"Ostéoporose avec fracture pathologique, sans précision - Région scapulaire",25,19,"12,95",1 à 10,1 à 10,0
M8092,"Ostéoporose avec fracture pathologique, sans précision - Bras",42,27,"12,22",15,1 à 10,0
M8093,"Ostéoporose avec fracture pathologique, sans précision - Avant-bras",52,26,"10,81",26,1 à 10,0
M8095,"Ostéoporose avec fracture pathologique, sans précision - Région pelvienne et cuisse",557,461,"13,08",96,15,0
M8096,"Ostéoporose avec fracture pathologique, sans précision - Jambe",50,40,"10,63",1 à 10,0,0
M8097,"Ostéoporose avec fracture pathologique, sans précision - Cheville et pied",30,21,"15,76",1 à 10,1 à 10,0
M8098,"Ostéoporose avec fracture pathologique, sans précision - Autres localisations",4 000,3 155,"11,18",845,175,0
M8099,"Ostéoporose avec fracture pathologique, sans précision - Siège non précisé",91,29,"6,79",62,1 à 10,0
"",Total,14 380,10 740,"",3 640,"",0
