Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M190,Arthrose primaire d'autres articulations,286,110,"3,56",176,0,0
M1901,"Arthrose primaire d'autres articulations - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",3 309,2 952,"3,72",357,0,0
M1902,Arthrose primaire d'autres articulations - Articulation du coude,50,25,"3,96",25,0,0
M1903,Arthrose primaire d'autres articulations - Articulation du poignet,268,92,"2,87",176,0,0
M1904,Arthrose primaire d'autres articulations - Articulations de la main,2 047,314,"2,02",1 733,0,0
M1905,Arthrose primaire d'autres articulations - Articulations de la hanche et sacro-iliaque,80,63,"7,21",17,0,0
M1907,Arthrose primaire d'autres articulations - Articulations de la cheville et du pied,702,471,"3,28",231,0,0
M1908,Arthrose primaire d'autres articulations - Autres articulations,137,88,"6,28",49,0,0
M1909,Arthrose primaire d'autres articulations - Siège non précisé,36,14,"5,71",22,0,0
M191,Arthrose post-traumatique d'autres articulations,20,13,"5,46",1 à 10,0,0
M1911,"Arthrose post-traumatique d'autres articulations - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",182,156,"4,10",26,0,0
M1912,Arthrose post-traumatique d'autres articulations - Articulation du coude,51,32,"3,59",19,0,0
M1913,Arthrose post-traumatique d'autres articulations - Articulation du poignet,265,108,"2,56",157,0,0
M1914,Arthrose post-traumatique d'autres articulations - Articulations de la main,102,22,"1,91",80,0,0
M1917,Arthrose post-traumatique d'autres articulations - Articulations de la cheville et du pied,553,460,"3,70",93,0,0
M1918,Arthrose post-traumatique d'autres articulations - Autres articulations,18,14,"6,79",1 à 10,0,0
M192,Autres arthroses secondaires,12,1 à 10,NA,1 à 10,0,0
M1921,"Arthrose secondaire d'autres articulations - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",321,308,"4,00",13,0,0
M1922,Arthrose secondaire d'autres articulations - Articulation du coude,24,17,"3,59",1 à 10,0,0
M1923,Arthrose secondaire d'autres articulations - Articulation du poignet,75,40,"2,18",35,0,0
M1924,Arthrose secondaire d'autres articulations - Articulations de la main,43,13,"3,23",30,0,0
M1925,Arthrose secondaire d'autres articulations - Articulations de la hanche et sacro-iliaque,25,24,"7,54",1 à 10,0,0
M1927,Arthrose secondaire d'autres articulations - Articulations de la cheville et du pied,216,181,"3,55",35,0,0
M1928,Arthrose secondaire d'autres articulations - Autres articulations,23,17,"5,06",1 à 10,0,0
M198,Autres arthroses précisées,80,49,"6,08",31,0,0
M1981,"Autres arthroses précisées - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",526,482,"4,22",44,0,0
M1983,Autres arthroses précisées - Articulation du poignet,36,16,"2,19",20,0,0
M1984,Autres arthroses précisées - Articulations de la main,76,1 à 10,NA,66,0,0
M1985,Autres arthroses précisées - Articulations de la hanche et sacro-iliaque,31,25,"7,24",1 à 10,0,0
M1987,Autres arthroses précisées - Articulations de la cheville et du pied,179,109,"5,35",70,0,0
M1988,Autres arthroses précisées - Autres articulations,52,38,"6,95",14,0,0
M199,"Arthrose, sans précision",66,36,"2,81",30,0,0
M1991,"Arthrose, sans précision - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",880,787,"4,12",93,0,0
M1992,"Arthrose, sans précision - Articulation du coude",16,1 à 10,NA,11,0,0
M1993,"Arthrose, sans précision - Articulation du poignet",113,56,"3,71",57,0,0
M1994,"Arthrose, sans précision - Articulations de la main",221,40,"2,23",181,0,0
M1995,"Arthrose, sans précision - Articulations de la hanche et sacro-iliaque",66,46,"6,67",20,0,0
M1997,"Arthrose, sans précision - Articulations de la cheville et du pied",246,152,"3,47",94,0,0
M1998,"Arthrose, sans précision - Autres articulations",109,88,"5,74",21,0,0
M1999,"Arthrose, sans précision - Siège non précisé",65,44,"3,48",21,0,0
"",Total,11 634,7 539,"",4 095,"",0
