Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
I720,Anévrisme et dissection de l'artère carotide,1 081,754,"6,43",327,127,0
I721,Anévrisme et dissection des artères du membre supérieur,567,440,"5,29",127,17,0
I722,Anévrisme et dissection des artères rénales,412,316,"6,63",96,31,0
I723,Anévrisme et dissection de l'artère iliaque,838,699,"6,88",139,62,0
I724,Anévrisme et dissection des artères du membre inférieur,2 188,1 914,"8,11",274,161,0
I725,Anévrisme et dissection d'autres artères précérébrales,41,30,"5,27",11,0,0
I726,Anévrisme et dissection de l'artère vertébrale,310,274,"5,28",36,0,0
I728,Anévrisme et dissection d'autres artères précisées,1 600,1 238,"7,41",362,91,0
I729,Anévrisme et dissection de localisation non précisée,39,23,"7,48",16,1 à 10,0
"",Total,7 076,5 688,"",1 388,"",0
