Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
L80,Vitiligo,25,0,"",25,0,0
L81,Autres anomalies de la pigmentation,183,25,"3,24",158,0,0
L82,Kératose séborrhéique,1 362,41,"1,61",1 321,0,0
L84,Cors et callosités,123,11,"5,91",112,0,0
L85,Autres épaississements de l'épiderme,1 357,145,"5,03",1 212,0,0
L87,Anomalies de l'élimination transépidermique,28,1 à 10,NA,21,0,0
L88,Pyodermite gangréneuse,645,531,"15,73",114,15,0
L89,Ulcère de décubitus et zone de pression,7 245,5 524,"15,23",1 721,0,0
L90,Affections atrophiques de la peau,3 789,1 198,"3,63",2 591,0,0
L91,Affections hypertrophiques de la peau,1 842,309,"2,46",1 533,0,0
L92,Lésions granulomateuses de la peau et du tissu cellulaire sous-cutané,691,187,"3,43",504,0,0
L93,Lupus érythémateux,508,267,"6,64",241,34,0
L94,Autres affections localisées du tissu conjonctif,467,244,"10,19",223,0,0
L95,"Vascularite [angéite] limitée à la peau, non classée ailleurs",365,293,"7,40",72,0,0
L97,"Ulcère du membre inférieur, non classé ailleurs",22 103,11 297,"12,40",10 806,0,0
L98,"Autres affections de la peau et du tissu cellulaire sous-cutané, non classées ailleurs",5 870,3 694,"6,19",2 176,0,0
L99,Autres affections de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,114,69,"4,26",45,0,0
"",Total,46 732,23 850,"",22 882,"",0
