Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
F140,Troubles mentaux et du comportement liés à l'utilisation de cocaïne : intoxication aiguë,494,494,"0,85",0,0,0
F1400,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, sans complication",197,197,"0,74",0,0,0
F1401,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, avec traumatismes ou autres blessures physiques",22,22,"1,09",0,0,0
F1402,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, avec d'autres complications médicales",212,212,"1,22",0,0,0
F1403,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, avec délirium",66,66,"1,02",0,0,0
F1404,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, avec distorsion des perceptions",43,43,"0,56",0,0,0
F1405,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, avec coma",68,68,"2,50",0,0,0
F1406,"Troubles mentaux et du comportement dus à une intoxication aigüe par la cocaïne, avec convulsions",48,48,"1,06",0,0,0
F1407,Troubles mentaux et du comportement dus à une intoxication aigüe pathologique par la cocaïne,16,16,"0,88",0,0,0
F141,Troubles mentaux et du comportement liés à l'utilisation de cocaïne : utilisation nocive pour la santé,44,44,"0,80",0,0,0
F142,Troubles mentaux et du comportement liés à l'utilisation de cocaïne : syndrome de dépendance,694,264,"14,56",430,41,0
F1420,"Syndrome de dépendance à la cocaïne, personne actuellement abstinente",200,1 à 10,NA,197,1 à 10,0
F14200,"Syndrome de dépendance à la cocaïne, personne actuellement abstinente en rémission récente",110,20,"12,05",90,1 à 10,0
F14201,"Syndrome de dépendance à la cocaïne, personne actuellement abstinente en rémission partielle",67,1 à 10,NA,60,1 à 10,0
F14202,"Syndrome de dépendance à la cocaïne, personne actuellement abstinente en rémission complète",62,1 à 10,NA,61,0,0
F1421,"Syndrome de dépendance à la cocaïne, personne actuellement abstinente mais dans un environnement protégé",33,20,"15,25",13,1 à 10,0
F1422,"Syndrome de dépendance à la cocaïne, personne suivant actuellement un régime de maintenance ou de substitution sous surveillance médicale",156,16,"15,38",140,1 à 10,0
F1424,"Syndrome de dépendance à la cocaïne, utilisation actuelle",650,75,"11,29",575,32,0
F14240,"Syndrome de dépendance à la cocaïne, utilisation actuelle, sans symptôme physique",343,38,"11,63",305,23,0
F14241,"Syndrome de dépendance à la cocaïne, utilisation actuelle, avec symptômes physiques",151,109,"14,89",42,19,0
F1425,"Syndrome de dépendance à la cocaïne, utilisation continue",177,71,"9,99",106,1 à 10,0
F1426,"Syndrome de dépendance à la cocaïne, utilisation épisodique",135,1 à 10,NA,134,1 à 10,0
F143,Troubles mentaux et du comportement liés à l'utilisation de cocaïne : syndrome de sevrage,76,29,"6,76",47,33,0
F1430,"Syndrome de sevrage de la cocaïne, sans complication",115,58,"7,64",57,36,0
F144,Troubles mentaux et du comportement liés à l'utilisation de cocaïne : syndrome de sevrage avec delirium,17,0,"",17,1 à 10,0
F1451,"Trouble psychotique avec idées délirantes au premier plan, dû à la cocaïne",18,1 à 10,NA,1 à 10,1 à 10,0
F148,Autres troubles mentaux et du comportement liés à l'utilisation de cocaïne,31,1 à 10,NA,22,13,0
F149,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne, sans précision",33,1 à 10,NA,27,15,0
"",Total,4 350,1 970,"",2 380,"",0
