Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
O60,Travail et accouchement prématurés,24 979,20 623,"5,83",4 356,2 333,0
O61,Échec du déclenchement du travail,5 068,5 064,"6,84",1 à 10,0,0
O62,Anomalies de la contraction utérine et de la dilatation du col,12 647,12 432,"4,60",215,48,0
O63,Travail prolongé,29 166,29 054,"5,26",112,96,0
O64,Dystocie due à une position et une présentation anormales du foetus,6 910,6 873,"5,03",37,27,0
O65,Dystocie due à une anomalie pelvienne de la mère,2 379,2 370,"5,27",1 à 10,1 à 10,0
O66,Autres dystocies,5 091,5 069,"5,14",22,17,0
O67,"Travail et accouchement compliqués d'une hémorragie, non classée ailleurs",152,152,"4,93",0,0,0
O68,Travail et accouchement compliqués d'une détresse foetale,82 680,82 264,"5,00",416,311,0
O69,Travail et accouchement compliqués d'anomalies du cordon ombilical,10 807,10 704,"4,11",103,67,0
O70,Déchirure obstétricale du périnée,33 615,33 401,"4,04",214,159,0
O71,Autres traumatismes obstétricaux,832,806,"4,61",26,13,0
O72,Hémorragie du post-partum,7 380,6 724,"4,59",656,394,0
O73,"Rétention du placenta et des membranes, sans hémorragie",2 651,2 240,"3,94",411,94,0
O74,Complications de l'anesthésie au cours du travail et de l'accouchement,148,90,"4,80",58,25,0
O75,"Autres complications du travail et de l'accouchement, non classées ailleurs",9 698,9 644,"4,58",54,33,0
"",Total,234 203,227 510,"",6 693,"",0
