Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z950,Présence de dispositifs électroniques cardiaques,653,406,"3,91",247,59,0
Z951,Présence d'un pontage aorto-coronaire,388,115,"4,77",273,1 à 10,0
Z952,Présence de prothèse d'une valvule cardiaque,534,208,"5,37",326,0,0
Z953,Présence d'une valvule cardiaque xénogénique,272,91,"6,29",181,0,0
Z954,Présence d'une autre valvule cardiaque de remplacement,73,11,"9,45",62,0,0
Z955,Présence d'implant et de greffe vasculaires coronaires,2 009,455,"2,39",1 554,25,0
Z9580,Présence d'une endoprothèse vasculaire périphérique,119,52,"7,65",67,1 à 10,0
Z9588,Présence d'autres implants et greffes cardiaques et vasculaires NCA,400,72,"2,78",328,1 à 10,0
Z959,"Présence d'implant et de greffe cardiaques et vasculaires, sans précision",11,1 à 10,NA,1 à 10,0,0
"",Total,4 459,1 414,"",3 045,"",0
