Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S60,Lésion traumatique superficielle du poignet et de la main,1 743,790,"2,05",953,0,0
S61,Plaie ouverte du poignet et de la main,22 788,4 832,"1,73",17 956,0,0
S62,Fracture au niveau du poignet et de la main,19 427,8 750,"1,77",10 677,0,0
S63,"Luxation, entorse et foulure d'articulations et de ligaments au niveau du poignet et de la main",3 035,1 592,"1,24",1 443,0,0
S64,Lésion traumatique de nerfs au niveau du poignet et de la main,4 616,1 223,"1,76",3 393,22,0
S65,Lésion traumatique de vaisseaux sanguins au niveau du poignet et de la main,866,378,"4,27",488,54,0
S66,Lésion traumatique de muscles et de tendons au niveau du poignet et de la main,11 685,2 642,"1,80",9 043,115,0
S67,Écrasement du poignet et de la main,655,180,"2,76",475,13,0
S68,Amputation traumatique du poignet et de la main,2 831,1 409,"3,49",1 422,57,0
S69,"Lésions traumatiques du poignet et de la main, autres et sans précision",1 120,117,"3,62",1 003,25,0
"",Total,68 766,21 913,"",46 853,"",0
