Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z630,Difficultés dans les rapports avec le conjoint ou le partenaire,175,73,"8,03",102,67,0
Z631,Difficultés dans les rapports avec les parents et les beaux-parents,76,56,"8,21",20,14,0
Z632,Difficultés liées à un soutien familial inadéquat,41,25,"13,24",16,1 à 10,0
Z633,Difficultés liées à l'absence d'un des membres de la famille,27,15,"7,93",12,12,0
Z634,Difficultés liées à la disparition et au décès d'un membre de la famille,34,17,"7,06",17,1 à 10,0
Z635,Difficultés liées à la dislocation de la famille par séparation et divorce,11,1 à 10,NA,1 à 10,1 à 10,0
Z636,"Difficultés liées au fait d'avoir un parent à charge au domicile, nécessitant des soins",16,1 à 10,NA,1 à 10,1 à 10,0
Z637,Autres événements difficiles ayant une incidence sur la famille et le foyer,78,40,"8,28",38,14,0
Z638,Autres difficultés précisées liées à l'entourage immédiat,369,294,"9,00",75,45,0
Z639,"Difficulté liée à l'entourage immédiat, sans précision",47,37,"10,84",1 à 10,1 à 10,0
"",Total,874,571,"",303,"",0
