Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M870,Ostéonécrose aseptique idiopathique,45,40,"5,18",1 à 10,0,0
M8701,Ostéonécrose aseptique idiopathique - Région scapulaire,27,27,"3,37",0,0,0
M8705,Ostéonécrose aseptique idiopathique - Région pelvienne et cuisse,661,630,"4,85",31,0,0
M8706,Ostéonécrose aseptique idiopathique - Jambe,72,68,"6,88",1 à 10,0,0
M8707,Ostéonécrose aseptique idiopathique - Cheville et pied,16,1 à 10,NA,1 à 10,0,0
M8708,Ostéonécrose aseptique idiopathique - Autres localisations,29,23,"8,35",1 à 10,0,0
M871,Ostéonécrose médicamenteuse,35,22,"5,64",13,0,0
M8715,Ostéonécrose médicamenteuse - Région pelvienne et cuisse,65,63,"6,11",1 à 10,0,0
M8718,Ostéonécrose médicamenteuse - Autres localisations,40,22,"6,95",18,0,0
M872,Ostéonécrose due à un traumatisme antérieur,18,15,"4,80",1 à 10,0,0
M8721,Ostéonécrose due à un traumatisme antérieur - Région scapulaire,59,58,"4,29",1 à 10,0,0
M8722,Ostéonécrose due à un traumatisme antérieur - Bras,12,11,"6,45",1 à 10,0,0
M8725,Ostéonécrose due à un traumatisme antérieur - Région pelvienne et cuisse,153,152,"5,95",1 à 10,0,0
M8726,Ostéonécrose due à un traumatisme antérieur - Jambe,18,16,"10,88",1 à 10,0,0
M8727,Ostéonécrose due à un traumatisme antérieur - Cheville et pied,25,18,"10,28",1 à 10,0,0
M8728,Ostéonécrose due à un traumatisme antérieur - Autres localisations,11,1 à 10,NA,1 à 10,0,0
M873,Autres ostéonécroses secondaires,21,19,"6,68",1 à 10,0,0
M8731,Autres ostéonécroses secondaires - Région scapulaire,21,21,"6,38",0,0,0
M8735,Autres ostéonécroses secondaires - Région pelvienne et cuisse,172,166,"6,96",1 à 10,0,0
M8736,Autres ostéonécroses secondaires - Jambe,21,19,"6,89",1 à 10,0,0
M8737,Autres ostéonécroses secondaires - Cheville et pied,23,18,"8,94",1 à 10,0,0
M8738,Autres ostéonécroses secondaires - Autres localisations,96,74,"10,07",22,0,0
M878,Autres ostéonécroses,13,12,"7,75",1 à 10,0,0
M8781,Autres ostéonécroses - Région scapulaire,21,19,"4,37",1 à 10,0,0
M8785,Autres ostéonécroses - Région pelvienne et cuisse,286,278,"6,01",1 à 10,0,0
M8786,Autres ostéonécroses - Jambe,53,45,"5,07",1 à 10,0,0
M8787,Autres ostéonécroses - Cheville et pied,42,30,"9,57",12,0,0
M8788,Autres ostéonécroses - Autres localisations,28,21,"8,10",1 à 10,0,0
M879,"Ostéonécrose, sans précision",54,44,"5,11",1 à 10,0,0
M8791,"Ostéonécrose, sans précision - Région scapulaire",31,30,"3,80",1 à 10,0,0
M8795,"Ostéonécrose, sans précision - Région pelvienne et cuisse",451,425,"6,38",26,0,0
M8796,"Ostéonécrose, sans précision - Jambe",69,65,"6,17",1 à 10,0,0
M8797,"Ostéonécrose, sans précision - Cheville et pied",24,19,"4,68",1 à 10,0,0
M8798,"Ostéonécrose, sans précision - Autres localisations",48,40,"6,18",1 à 10,0,0
"",Total,2 835,2 583,"",252,"",0
