Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
D160,Tumeur bénigne de l'omoplate et des os longs du membre supérieur,273,116,"2,15",157,1 à 10,0
D161,Tumeur bénigne des os courts du membre supérieur,340,45,"2,16",295,1 à 10,0
D162,Tumeur bénigne des os longs du membre inférieur,1 044,490,"2,49",554,42,0
D163,Tumeur bénigne des os courts du membre inférieur,380,90,"1,54",290,1 à 10,0
D164,Tumeur bénigne des os du crâne et de la face,501,240,"2,99",261,1 à 10,0
D165,Tumeur bénigne du maxillaire inférieur,393,196,"3,58",197,0,0
D166,Tumeur bénigne du rachis,275,209,"4,16",66,13,0
D167,"Tumeur bénigne des côtes, du sternum et de la clavicule",66,48,"2,94",18,1 à 10,0
D168,"Tumeur bénigne des os du bassin, du sacrum et du coccyx",169,115,"4,23",54,13,0
"",Total,3 441,1 549,"",1 892,"",0
