Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
C790,Tumeur maligne secondaire du rein et du bassinet,190,104,"8,06",86,21,0
C791,"Tumeur maligne secondaire de la vessie et des organes urinaires, autres et non précisés",271,249,"7,89",22,1 à 10,0
C792,Tumeur maligne secondaire de la peau,578,258,"7,20",320,0,0
C793,Tumeur maligne secondaire du cerveau et des méninges cérébrales,9 139,8 276,"12,09",863,467,0
C794,"Tumeur maligne secondaire de parties du système nerveux, autres et non précisées",1 417,1 260,"15,40",157,48,0
C795,Tumeur maligne secondaire des os et de la moelle osseuse,9 299,6 896,"11,24",2 403,467,0
C796,Tumeur maligne secondaire de l'ovaire,384,370,"5,70",14,1 à 10,0
C797,Tumeur maligne secondaire de la glande surrénale,715,474,"6,24",241,60,0
C798,Tumeur maligne secondaire d'autres sièges précisés,1 205,820,"8,34",385,0,0
"",Total,23 198,18 707,"",4 491,"",0
