Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
O20,Hémorragie du début de la grossesse,2 647,1 293,"3,79",1 354,789,0
O21,Vomissements incoercibles au cours de la grossesse,9 848,9 023,"2,88",825,1 à 10,0
O22,Complications veineuses et hémorroïdes au cours de la grossesse,456,389,"3,49",67,1 à 10,0
O23,Infections de l'appareil génito-urinaire au cours de la grossesse,5 361,5 089,"3,22",272,39,0
O24,Diabète sucré au cours de la grossesse,49 688,18 902,"4,37",30 786,51,0
O25,Malnutrition au cours de la grossesse,23,14,"6,64",1 à 10,0,0
O26,Soins maternels pour d'autres affections liées principalement à la grossesse,5 654,4 534,"4,27",1 120,1 à 10,0
O28,Résultats anormaux constatés au cours de l'examen prénatal systématique de la mère,1 058,519,"3,63",539,41,0
O29,Complications d'une anesthésie au cours de la grossesse,17,13,"2,31",1 à 10,0,0
"",Total,74 752,39 776,"",34 976,"",0
