Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Q65,Anomalies morphologiques congénitales de la hanche,696,453,"11,14",243,59,0
Q66,Anomalies morphologiques congénitales du pied,2 169,1 079,"2,12",1 090,209,0
Q67,"Anomalies morphologiques congénitales de la tête, de la face, du rachis et du thorax",666,431,"4,35",235,1 à 10,0
Q68,Autres anomalies morphologiques congénitales ostéo-articulaires et des muscles,230,117,"2,85",113,1 à 10,0
Q69,Polydactylie,1 300,172,"1,41",1 128,0,0
Q70,Syndactylie,352,89,"1,70",263,1 à 10,0
Q71,Raccourcissement (congénital) du membre supérieur,85,46,"2,22",39,0,0
Q72,Raccourcissement (congénital) du membre inférieur,209,148,"4,21",61,1 à 10,0
Q73,Raccourcissement (congénital) d'un membre non précisé,20,11,"3,45",1 à 10,0,0
Q74,Autres malformations congénitales d'un (des) membre(s),639,352,"2,31",287,1 à 10,0
Q75,Autres malformations congénitales des os du crâne et de la face,1 012,678,"5,96",334,58,0
Q76,Malformations congénitales du rachis et du thorax osseux,259,183,"6,65",76,1 à 10,0
Q77,Ostéochondrodysplasie avec anomalies de la croissance des os longs et du rachis,95,50,"7,48",45,1 à 10,0
Q78,Autres ostéochondrodysplasies,740,325,"4,23",415,24,0
Q79,"Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs",665,429,"25,02",236,12,0
"",Total,9 137,4 563,"",4 574,"",0
