Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S40,Lésion traumatique superficielle de l'épaule et du bras,3 067,1 884,"3,67",1 183,0,0
S41,Plaie ouverte de l'épaule et du bras,1 226,734,"2,83",492,0,0
S42,Fracture de l'épaule et du bras,43 085,31 660,"5,53",11 425,5 084,0
S43,"Luxation, entorse et foulure des articulations et des ligaments de la ceinture scapulaire",12 018,10 037,"1,65",1 981,251,0
S44,Lésion traumatique de nerfs au niveau de l'épaule et du bras,114,59,"3,75",55,1 à 10,0
S45,Lésion des vaisseaux sanguins au niveau de l'épaule et du bras,162,131,"8,80",31,11,0
S46,Lésion traumatique de muscles et de tendons au niveau de l'épaule et du bras,2 747,1 153,"3,08",1 594,58,0
S48,Amputation traumatique de l'épaule et du bras,16,16,"30,06",0,0,0
S49,"Lésions traumatiques de l'épaule et du bras, autres et sans précision",184,78,"4,87",106,54,0
"",Total,62 622,45 753,"",16 869,"",0
