"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"I600","Hémorragie sous-arachnoïdienne de la bifurcation et du siphon carotidien","320","256","20,49","64","31","0"
"I601","Hémorragie sous-arachnoïdienne de l'artère cérébrale moyenne","980","813","18,06","167","60","0"
"I602","Hémorragie sous-arachnoïdienne de l'artère communicante antérieure","1 229","1 040","23,46","189","51","0"
"I603","Hémorragie sous-arachnoïdienne de l'artère communicante postérieure","359","330","21,15","29","12","0"
"I604","Hémorragie sous-arachnoïdienne de l'artère basilaire","204","171","22,40","33","1 à 10","0"
"I605","Hémorragie sous-arachnoïdienne de l'artère vertébrale","85","73","22,97","12","1 à 10","0"
"I606","Hémorragie sous-arachnoïdienne d'autres artères intracrâniennes","531","391","14,35","140","55","0"
"I607","Hémorragie sous-arachnoïdienne d'une artère intracrânienne, sans précision","548","383","12,33","165","70","0"
"I608","Autres hémorragies sous-arachnoïdiennes","2 093","1 564","13,21","529","232","0"
"I609","Hémorragie sous-arachnoïdienne, sans précision","994","582","10,99","412","202","0"
"","Total","7 343","5 603","","1 740","","0"
