"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"Z80","Antécédents familiaux de tumeur maligne","25 024","3 313","0,39","21 711","0","0"
"Z81","Antécédents familiaux de troubles mentaux et du comportement","29","17","0,94","12","1 à 10","0"
"Z82","Antécédents familiaux de certaines incapacités et maladies chroniques conduisant à l'invalidité","1 982","1 685","0,03","297","1 à 10","0"
"Z83","Antécédents familiaux d'autres maladies spécifiques","3 426","338","0,76","3 088","1 à 10","0"
"Z84","Antécédents familiaux d'autres affections","746","104","0,40","642","0","0"
"Z85","Antécédents personnels de tumeur maligne","12 268","3 888","0,60","8 380","0","0"
"Z86","Antécédents personnels de certaines autres maladies","24 601","10 014","0,33","14 587","49","0"
"Z87","Antécédents personnels d'autres maladies","17 401","3 750","0,59","13 651","24","0"
"Z88","Antécédents personnels d'allergie à des médicaments et des substances biologiques","1 035","31","2,26","1 004","0","0"
"Z89","Absence acquise d'un membre","16","1 à 10","NA","1 à 10","0","0"
"Z90","Absence acquise d'organes, non classée ailleurs","206","46","3,59","160","1 à 10","0"
"Z91","Antécédents personnels de facteurs de risque, non classés ailleurs","748","124","4,03","624","41","0"
"Z92","Antécédents personnels de traitement médical","482","116","6,94","366","87","0"
"Z93","Stomies","455","297","7,28","158","1 à 10","0"
"Z94","Greffe d'organe et de tissu","80 501","51 530","0,69","28 971","1 à 10","0"
"Z95","Implants et de greffes cardiaques et vasculaires","4 459","1 414","3,99","3 045","89","0"
"Z96","Présence d'autres implants fonctionnels","665","64","10,47","601","1 à 10","0"
"Z97","Présence d'autres appareils","64","16","3,25","48","1 à 10","0"
"Z98","Autres états post-chirurgicaux","163","103","7,05","60","1 à 10","0"
"Z99","Dépendance envers des machines et appareils auxiliaires, non classée ailleurs","2 113","473","24,44","1 640","1 à 10","0"
"","Total","176 384","77 332","","99 052","","0"
