Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S350,Lésion traumatique de l'aorte abdominale,22,22,"12,05",0,0,0
S351,Lésion traumatique de la veine cave inférieure,13,12,"8,67",1 à 10,0,0
S352,Lésion traumatique de l'artère coeliaque ou mésentérique,188,171,"9,95",17,1 à 10,0
S353,Lésion traumatique de la veine porte ou splénique,21,14,"10,50",1 à 10,1 à 10,0
S354,Lésion traumatique des vaisseaux sanguins du rein,85,69,"7,46",16,1 à 10,0
S355,Lésion traumatique des vaisseaux sanguins iliaques,113,94,"9,15",19,1 à 10,0
S357,"Lésion traumatique de multiples vaisseaux sanguins au niveau de l'abdomen, des lombes et du bassin",53,39,"11,31",14,1 à 10,0
S358,"Lésion traumatique d'autres vaisseaux sanguins au niveau de l'abdomen, des lombes et du bassin",896,685,"10,07",211,130,0
S359,"Lésion traumatique de vaisseaux sanguins non précisés, au niveau de l'abdomen, des lombes et du bassin",64,52,"7,04",12,1 à 10,0
"",Total,1 455,1 158,"",297,"",0
