Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
I60,Hémorragie sous-arachnoïdienne,7 343,5 603,"16,81",1 740,727,0
I61,Hémorragie intracérébrale,19 332,16 909,"14,03",2 423,1 151,0
I62,Autres hémorragies intracrâniennes non traumatiques,7 610,6 100,"9,74",1 510,844,0
I63,Infarctus cérébral,104 916,93 074,"11,07",11 842,5 487,0
I64,"Accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",3 648,1 616,"9,26",2 032,993,0
I65,"Occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",11 877,10 447,"5,51",1 430,945,0
I66,"Occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",465,371,"6,57",94,0,0
I67,Autres maladies cérébrovasculaires,13 323,10 739,"4,78",2 584,111,0
I68,Troubles cérébrovasculaires au cours de maladies classées ailleurs,681,514,"13,23",167,0,0
"",Total,169 195,145 373,"",23 822,"",0
