Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S00,Lésion traumatique superficielle de la tête,13 761,8 741,"2,29",5 020,0,0
S01,Plaie ouverte de la tête,22 406,13 044,"2,34",9 362,238,0
S02,Fracture du crâne et des os de la face,25 173,15 653,"3,56",9 520,355,0
S03,"Luxation, entorse et foulure d'articulations et de ligaments de la tête",652,278,"1,86",374,0,0
S04,Lésion traumatique des nerfs crâniens,94,61,"5,07",33,12,0
S05,Lésion traumatique de l'oeil et de l'orbite,3 028,2 347,"2,74",681,0,0
S06,Lésion traumatique intracrânienne,100 275,99 098,"4,23",1 177,759,0
S07,Écrasement de la tête,26,1 à 10,NA,18,1 à 10,0
S08,Amputation traumatique d'une partie de la tête,77,50,"4,38",27,1 à 10,0
S09,"Lésions traumatiques de la tête, autres et sans précision",1 077,485,"4,70",592,316,0
"",Total,166 569,139 765,"",26 804,"",0
