"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"Z40","Opération prophylactique","3 199","3 035","1,52","164","0","0"
"Z41","Thérapie sans raison médicale","6 857","6 832","0,53","25","1 à 10","0"
"Z42","Soins de contrôle comprenant une opération plastique","21 355","13 852","2,30","7 503","0","0"
"Z43","Surveillance de stomies","21 897","17 512","5,95","4 385","13","0"
"Z44","Mise en place et ajustement d'appareils de prothèse externe","746","274","2,92","472","39","0"
"Z45","Ajustement et entretien d'une prothèse interne","179 974","110 708","0,70","69 266","5 391","0"
"Z46","Mise en place et ajustement d'autres appareils","35 718","10 007","2,12","25 711","1 810","0"
"Z47","Autres soins de contrôle orthopédiques","64 549","9 446","2,31","55 103","0","0"
"Z48","Autres soins de contrôle chirurgicaux","23 120","18 930","6,61","4 190","0","0"
"Z49","Surveillance d'une dialyse","1 919 331","5 815","2,85","5 387","300","1 908 129"
"Z50","Soins impliquant une rééducation","92 508","27 714","11,20","64 794","623","0"
"Z51","Autres soins médicaux","6 312 905","179 016","9,10","170 978","105 890","5 962 911"
"Z52","Donneurs d'organes et de tissus","35 953","1 889","2,62","34 064","51","0"
"Z53","Sujets ayant recours aux services de santé pour des actes médicaux spécifiques, non effectués","10 610","10 416","0,61","194","0","0"
"Z54","Convalescence","57","53","16,79","1 à 10","1 à 10","0"
"","Total","8 728 779","415 499","","442 240","","7 871 040"
