"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"K290","Gastrite hémorragique aiguë","471","321","7,89","150","48","0"
"K291","Autres gastrites aiguës","4 248","1 050","3,93","3 198","592","0"
"K292","Gastrite alcoolique","264","99","4,67","165","47","0"
"K293","Gastrite chronique superficielle","10 006","1 456","1,14","8 550","283","0"
"K294","Gastrite (chronique) atrophique","4 428","836","1,79","3 592","208","0"
"K295","Gastrite chronique, sans précision","19 675","3 525","1,32","16 150","719","0"
"K296","Autres gastrites","23 741","3 851","2,22","19 890","1 516","0"
"K297","Gastrite, sans précision","2 705","346","3,19","2 359","589","0"
"K298","Duodénite","3 574","1 114","3,92","2 460","218","0"
"K299","Gastro-duodénite, sans précision","353","83","2,84","270","66","0"
"","Total","69 465","12 681","","56 784","","0"
