Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
N00,Syndrome néphritique aigu,220,200,"5,71",20,0,0
N01,Syndrome néphritique d'évolution rapide,104,98,"8,00",1 à 10,0,0
N02,Hématurie récidivante et persistante,2 791,2 554,"5,96",237,0,0
N03,Syndrome néphritique chronique,590,541,"4,74",49,0,0
N04,Syndrome néphrotique,4 273,3 861,"6,80",412,0,0
N05,"Syndrome néphritique, sans précision",337,285,"4,95",52,0,0
N06,Protéinurie isolée avec lésions morphologiques précisées,232,214,"3,09",18,0,0
N07,"Néphropathie héréditaire, non classée ailleurs",22,17,"3,53",1 à 10,0,0
N08,Glomérulopathies au cours de maladies classées ailleurs,1 833,1 457,"7,05",376,0,0
"",Total,10 402,9 227,"",1 175,"",0
