"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"100100000","Affections aiguës des voies respiratoires supérieures","39 726","15 657","3,36","24 069","13 542","0"
"100200000","Grippe et pneumopathie","252 714","195 634","8,64","57 080","37 245","0"
"100300000","Autres affections aiguës des voies respiratoires inférieures","57 254","30 719","6,20","26 535","25 731","0"
"100400000","Autres maladies des voies respiratoires supérieures","96 257","43 027","2,30","53 230","3 429","0"
"100500000","Maladies chroniques des voies respiratoires inférieures","159 988","113 123","6,98","46 865","19 587","0"
"100600000","Maladies du poumon dues à des agents externes","34 179","29 796","10,65","4 383","2 901","0"
"100700000","Autres maladies respiratoires touchant principalement le tissu interstitiel","18 026","14 639","10,56","3 387","1 à 10","0"
"100800000","Maladies suppurées et nécrotiques des voies respiratoires inférieures","6 540","6 039","14,66","501","274","0"
"100900000","Autres affections de la plèvre","34 618","26 674","7,83","7 944","1 468","0"
"101000000","Autres maladies de l'appareil respiratoire","54 597","47 390","9,81","7 207","1 291","0"
"","Total","753 899","522 698","","231 201","","0"
