"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"I670","Dissection d'artères cérébrales, non rompue","207","165","5,12","42","0","0"
"I671","Anévrisme cérébral, (non rompu)","8 045","7 108","2,80","937","0","0"
"I672","Athérosclérose cérébrale","1 029","392","5,34","637","0","0"
"I673","Leuco-encéphalopathie vasculaire progressive","850","578","10,41","272","0","0"
"I674","Encéphalopathie hypertensive","286","220","10,93","66","42","0"
"I675","Maladie de Moyamoya","133","95","6,42","38","13","0"
"I676","Thrombose non pyogène du système veineux intracrânien","972","778","8,31","194","56","0"
"I677","Artérite cérébrale, non classée ailleurs","277","233","10,74","44","0","0"
"I678","Autres maladies cérébrovasculaires précisées","1 524","1 170","8,95","354","0","0"
"","Total","13 323","10 739","","2 584","","0"
