Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M4005,Cyphose posturale - Région dorso-lombaire,19,1 à 10,NA,1 à 10,1 à 10,0
M4006,Cyphose posturale - Région lombaire,13,13,"17,46",0,0,0
M4012,Autres cyphoses secondaires - Région cervicale,14,14,"6,93",0,0,0
M4014,Autres cyphoses secondaires - Région dorsale,29,28,"9,68",1 à 10,1 à 10,0
M4015,Autres cyphoses secondaires - Région dorso-lombaire,37,37,"13,22",0,0,0
M4016,Autres cyphoses secondaires - Région lombaire,22,22,"9,36",0,0,0
M402,Cyphoses autres et non précisées,11,1 à 10,NA,1 à 10,1 à 10,0
M4022,Cyphoses autres et non précisées - Région cervicale,20,19,"4,89",1 à 10,1 à 10,0
M4024,Cyphoses autres et non précisées - Région dorsale,24,21,"8,43",1 à 10,1 à 10,0
M4025,Cyphoses autres et non précisées - Région dorso-lombaire,28,28,"7,71",0,0,0
M4026,Cyphoses autres et non précisées - Région lombaire,69,69,"5,48",0,0,0
"",Total,384,346,"",38,"",0
