Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M060,Polyarthrite rhumatoïde séronégative,254,162,"6,07",92,0,0
M0600,Polyarthrite rhumatoïde séronégative - Sièges multiples,793,637,"6,50",156,0,0
M0603,Polyarthrite rhumatoïde séronégative - Articulation du poignet,24,16,"9,69",1 à 10,0,0
M0604,Polyarthrite rhumatoïde séronégative - Articulations de la main,34,27,"6,07",1 à 10,0,0
M0606,Polyarthrite rhumatoïde séronégative - Articulation du genou,20,14,"8,07",1 à 10,0,0
M0607,Polyarthrite rhumatoïde séronégative - Articulations de la cheville et du pied,12,1 à 10,NA,1 à 10,0,0
M0608,Polyarthrite rhumatoïde séronégative - Autres articulations,18,1 à 10,NA,1 à 10,0,0
M0609,Polyarthrite rhumatoïde séronégative - Siège non précisé,59,26,"7,15",33,0,0
M061,Maladie de Still survenant chez l'adulte,148,133,"8,83",15,0,0
M0610,Maladie de Still survenant chez l'adulte - Sièges multiples,168,157,"9,72",11,0,0
M0619,Maladie de Still survenant chez l'adulte - Siège non précisé,37,34,"8,82",1 à 10,0,0
M0621,"Bursite rhumatoïde - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",12,1 à 10,NA,1 à 10,0,0
M063,Nodule rhumatoïde,16,1 à 10,NA,12,0,0
M0632,Nodule rhumatoïde - Articulation du coude,23,1 à 10,NA,22,0,0
M0634,Nodule rhumatoïde - Articulations de la main,72,1 à 10,NA,67,0,0
M0637,Nodule rhumatoïde - Articulations de la cheville et du pied,31,0,"",31,0,0
M064,Polyarthropathie inflammatoire,228,134,"7,22",94,0,0
M0640,Polyarthropathie inflammatoire - Sièges multiples,932,699,"6,79",233,0,0
M0641,"Polyarthropathie inflammatoire - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",29,24,"7,79",1 à 10,0,0
M0643,Polyarthropathie inflammatoire - Articulation du poignet,29,22,"6,36",1 à 10,0,0
M0644,Polyarthropathie inflammatoire - Articulations de la main,31,21,"7,43",1 à 10,0,0
M0645,Polyarthropathie inflammatoire - Articulations de la hanche et sacro-iliaque,12,12,"4,08",0,0,0
M0646,Polyarthropathie inflammatoire - Articulation du genou,51,46,"7,98",1 à 10,0,0
M0647,Polyarthropathie inflammatoire - Articulations de la cheville et du pied,32,29,"6,90",1 à 10,0,0
M0648,Polyarthropathie inflammatoire - Autres articulations,48,40,"7,00",1 à 10,0,0
M0649,Polyarthropathie inflammatoire - Siège non précisé,104,46,"6,89",58,0,0
M068,Autres polyarthrites rhumatoïdes précisées,75,31,"5,29",44,0,0
M0680,Autres polyarthrites rhumatoïdes précisées - Sièges multiples,207,122,"8,36",85,0,0
M0684,Autres polyarthrites rhumatoïdes précisées - Articulations de la main,19,11,"6,45",1 à 10,0,0
M0686,Autres polyarthrites rhumatoïdes précisées - Articulation du genou,11,1 à 10,NA,1 à 10,0,0
M0688,Autres polyarthrites rhumatoïdes précisées - Autres articulations,31,23,"10,13",1 à 10,0,0
M0689,Autres polyarthrites rhumatoïdes précisées - Siège non précisé,13,1 à 10,NA,1 à 10,0,0
M069,"Polyarthrite rhumatoïde, sans précision",580,183,"7,70",397,0,0
M0690,"Polyarthrite rhumatoïde, sans précision - Sièges multiples",673,525,"7,81",148,0,0
M0691,"Polyarthrite rhumatoïde, sans précision - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",26,22,"8,23",1 à 10,0,0
M0692,"Polyarthrite rhumatoïde, sans précision - Articulation du coude",12,1 à 10,NA,1 à 10,0,0
M0693,"Polyarthrite rhumatoïde, sans précision - Articulation du poignet",43,31,"5,10",12,0,0
M0694,"Polyarthrite rhumatoïde, sans précision - Articulations de la main",50,36,"5,92",14,0,0
M0695,"Polyarthrite rhumatoïde, sans précision - Articulations de la hanche et sacro-iliaque",14,14,"8,29",0,0,0
M0696,"Polyarthrite rhumatoïde, sans précision - Articulation du genou",39,36,"11,56",1 à 10,0,0
M0697,"Polyarthrite rhumatoïde, sans précision - Articulations de la cheville et du pied",41,34,"5,76",1 à 10,0,0
M0698,"Polyarthrite rhumatoïde, sans précision - Autres articulations",54,39,"6,72",15,0,0
M0699,"Polyarthrite rhumatoïde, sans précision - Siège non précisé",157,60,"9,52",97,0,0
"",Total,5 383,3 598,"",1 785,"",0
