"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F010","Démence vasculaire à début aigu","54","24","20,54","30","1 à 10","0"
"F0100","Démence vasculaire à début aigu, sans symptôme supplémentaire","80","14","14,36","66","1 à 10","0"
"F01000","Démence vasculaire légère à début aigu, sans symptôme supplémentaire","65","15","18,73","50","1 à 10","0"
"F01001","Démence vasculaire moyenne à début aigu, sans symptôme supplémentaire","61","23","23,30","38","1 à 10","0"
"F01002","Démence vasculaire sévère à début aigu, sans symptôme supplémentaire","57","39","32,46","18","1 à 10","0"
"F0101","Démence vasculaire à début aigu, avec symptômes essentiellement délirants","16","1 à 10","NA","1 à 10","1 à 10","0"
"F01011","Démence vasculaire moyenne à début aigu, avec symptômes essentiellement délirants","11","1 à 10","NA","1 à 10","1 à 10","0"
"F01012","Démence vasculaire sévère à début aigu, avec symptômes essentiellement délirants","18","14","12,14","1 à 10","1 à 10","0"
"F01030","Démence vasculaire légère à début aigu, avec symptômes essentiellement dépressifs","12","1 à 10","NA","1 à 10","0","0"
"F01031","Démence vasculaire moyenne à début aigu, avec symptômes essentiellement dépressifs","13","1 à 10","NA","1 à 10","0","0"
"F01032","Démence vasculaire sévère à début aigu, avec symptômes essentiellement dépressifs","14","1 à 10","NA","1 à 10","0","0"
"F0104","Démence vasculaire à début aigu, avec symptômes mixtes","18","14","17,07","1 à 10","0","0"
"F01041","Démence vasculaire moyenne à début aigu, avec symptômes mixtes","20","1 à 10","NA","13","0","0"
"F01042","Démence vasculaire sévère à début aigu, avec symptômes mixtes","31","27","19,52","1 à 10","1 à 10","0"
"F011","Démence vasculaire par infarctus multiples","80","39","18,51","41","1 à 10","0"
"F0110","Démence par infarctus multiples, sans symptôme supplémentaire","13","1 à 10","NA","1 à 10","0","0"
"F01100","Démence légère par infarctus multiples, sans symptôme supplémentaire","132","1 à 10","NA","124","0","0"
"F01101","Démence moyenne par infarctus multiples, sans symptôme supplémentaire","106","11","28,00","95","0","0"
"F01102","Démence sévère par infarctus multiples, sans symptôme supplémentaire","32","17","23,76","15","1 à 10","0"
"F01131","Démence moyenne par infarctus multiples, avec symptômes essentiellement dépressifs","13","1 à 10","NA","11","0","0"
"F01141","Démence moyenne par infarctus multiples, avec symptômes mixtes","12","1 à 10","NA","1 à 10","0","0"
"F01142","Démence sévère par infarctus multiples, avec symptômes mixtes","17","11","11,64","1 à 10","0","0"
"F012","Démence vasculaire sous-corticale","186","52","15,04","134","1 à 10","0"
"F0120","Démence vasculaire souscorticale, sans symptôme supplémentaire","79","18","24,17","61","1 à 10","0"
"F01200","Démence vasculaire souscorticale légère, sans symptôme supplémentaire","242","1 à 10","NA","232","1 à 10","0"
"F01201","Démence vasculaire souscorticale moyenne, sans symptôme supplémentaire","174","29","15,48","145","1 à 10","0"
"F01202","Démence vasculaire souscorticale sévère, sans symptôme supplémentaire","91","25","11,84","66","1 à 10","0"
"F01221","Démence vasculaire souscorticale moyenne, avec symptômes essentiellement hallucinatoires","11","1 à 10","NA","1 à 10","0","0"
"F01230","Démence vasculaire souscorticale légère, avec symptômes essentiellement dépressifs","39","1 à 10","NA","38","0","0"
"F01231","Démence vasculaire souscorticale moyenne, avec symptômes essentiellement dépressifs","34","1 à 10","NA","26","0","0"
"F01232","Démence vasculaire souscorticale sévère, avec symptômes essentiellement dépressifs","16","1 à 10","NA","11","1 à 10","0"
"F0124","Démence vasculaire souscorticale, avec symptômes mixtes","14","1 à 10","NA","1 à 10","0","0"
"F01240","Démence vasculaire souscorticale légère, avec symptômes mixtes","15","1 à 10","NA","1 à 10","1 à 10","0"
"F01241","Démence vasculaire souscorticale moyenne, avec symptômes mixtes","25","13","12,92","12","0","0"
"F01242","Démence vasculaire souscorticale sévère, avec symptômes mixtes","22","17","16,12","1 à 10","1 à 10","0"
"F013","Démence vasculaire mixte, corticale et sous-corticale","561","190","15,23","371","13","0"
"F0130","Démence vasculaire mixte, corticale et souscorticale, sans symptôme supplémentaire","298","64","13,25","234","1 à 10","0"
"F01300","Démence vasculaire mixte, corticale et souscorticale, légère, sans symptôme supplémentaire","455","32","13,91","423","0","0"
"F01301","Démence vasculaire mixte, corticale et souscorticale, moyenne, sans symptôme supplémentaire","682","114","12,13","568","1 à 10","0"
"F01302","Démence vasculaire mixte, corticale et souscorticale, sévère, sans symptôme supplémentaire","496","170","17,04","326","1 à 10","0"
"F0131","Démence vasculaire mixte, corticale et souscorticale, avec symptômes essentiellement délirants","27","19","16,79","1 à 10","0","0"
"F01311","Démence vasculaire mixte, corticale et souscorticale, moyenne, avec symptômes essentiellement délirants","36","17","11,35","19","1 à 10","0"
"F01312","Démence vasculaire mixte, corticale et souscorticale, sévère, avec symptômes essentiellement délirants","70","49","20,67","21","1 à 10","0"
"F0132","Démence vasculaire mixte, corticale et souscorticale, avec symptômes essentiellement hallucinatoires","19","16","20,00","1 à 10","0","0"
"F01321","Démence vasculaire mixte, corticale et souscorticale, moyenne, avec symptômes essentiellement hallucinatoires","26","14","29,50","12","1 à 10","0"
"F01322","Démence vasculaire mixte, corticale et souscorticale, sévère, avec symptômes essentiellement hallucinatoires","52","34","22,21","18","0","0"
"F0133","Démence vasculaire mixte, corticale et souscorticale, avec symptômes essentiellement dépressifs","28","1 à 10","NA","18","0","0"
"F01330","Démence vasculaire mixte, corticale et souscorticale, légère, avec symptômes essentiellement dépressifs","59","1 à 10","NA","51","0","0"
"F01331","Démence vasculaire mixte, corticale et souscorticale, moyenne, avec symptômes essentiellement dépressifs","144","24","15,83","120","1 à 10","0"
"F01332","Démence vasculaire mixte, corticale et souscorticale, sévère, avec symptômes essentiellement dépressifs","63","21","13,00","42","0","0"
