"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"E50","Avitaminose A","20","1 à 10","NA","11","1 à 10","0"
"E51","Carence en thiamine","640","601","24,47","39","26","0"
"E53","Autres avitaminoses du groupe B","510","213","8,24","297","1 à 10","0"
"E54","Carence en acide ascorbique","76","61","11,97","15","1 à 10","0"
"E55","Carence en vitamine D","848","296","8,39","552","1 à 10","0"
"E56","Autres avitaminoses","85","26","6,27","59","1 à 10","0"
"E60","Carence alimentaire en zinc","39","1 à 10","NA","37","0","0"
"E61","Carences en autres éléments nutritionnels","1 917","293","5,76","1 624","107","0"
"E63","Autres carences nutritionnelles","259","101","6,27","158","12","0"
"","Total","4 412","1 609","","2 803","","0"
