Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
T310,Brûlures couvrant moins de 10% de la surface du corps,3 152,1 250,"10,40",1 902,130,0
T311,Brûlures couvrant entre 10 et moins de 20% de la surface du corps,635,479,"20,86",156,21,0
T312,Brûlures couvrant entre 20 et moins de 30% de la surface du corps,189,156,"26,11",33,1 à 10,0
T3130,"Brûlures couvrant entre 30 et moins de 40% de la surface du corps, premier degré ou degré non précisé",24,22,"38,59",1 à 10,1 à 10,0
T3131,"Brûlures couvrant entre 30 et moins de 40% de la surface du corps, second degré et plus",55,55,"37,85",0,0,0
T3141,"Brûlures couvrant entre 40 et moins de 50% de la surface du corps, second degré et plus",31,31,"37,13",0,0,0
T3151,"Brûlures couvrant entre 50 et moins de 60% de la surface du corps, second degré et plus",26,26,"52,31",0,0,0
T316,Brûlures couvrant entre 60 et moins de 70% de la surface du corps,14,14,"11,93",0,0,0
T318,Brûlures couvrant entre 80 et moins de 90% de la surface du corps,18,18,"6,00",0,0,0
"",Total,4 170,2 073,"",2 097,"",0
