"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"K310","Dilatation aiguë de l'estomac","127","82","9,96","45","20","0"
"K311","Sténose pylorique (hypertrophique de l'adulte)","360","244","10,02","116","29","0"
"K312","Estomac en sablier et sténose de l'estomac","409","315","6,16","94","23","0"
"K313","Spasme du pylore, non classé ailleurs","48","26","3,85","22","1 à 10","0"
"K314","Diverticule gastrique","113","44","5,41","69","13","0"
"K315","Obstruction du duodénum","1 329","1 141","11,11","188","84","0"
"K316","Fistule de l'estomac et du duodénum","693","657","11,29","36","0","0"
"K317","Polype de l'estomac et du duodénum","6 947","3 414","0,91","3 533","281","0"
"K318","Autres maladies précisées de l'estomac et du duodénum","4 992","3 236","4,90","1 756","252","0"
"","Total","15 018","9 159","","5 859","","0"
