Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M45,Spondylarthrite ankylosante,1 644,749,"5,09",895,0,0
M45+0,Spondylarthrite ankylosante - Localisations vertébrales multiples,1 736,810,"5,13",926,0,0
M45+2,Spondylarthrite ankylosante - Région cervicale,14,13,"15,77",1 à 10,0,0
M45+3,Spondylarthrite ankylosante - Région cervico-dorsale,14,1 à 10,NA,1 à 10,0,0
M45+4,Spondylarthrite ankylosante - Région dorsale,23,17,"6,65",1 à 10,0,0
M45+5,Spondylarthrite ankylosante - Région dorso-lombaire,52,41,"5,66",11,0,0
M45+6,Spondylarthrite ankylosante - Région lombaire,90,61,"6,02",29,0,0
M45+7,Spondylarthrite ankylosante - Région lombo-sacrée,87,61,"6,16",26,0,0
M45+8,Spondylarthrite ankylosante - Région sacrée et sacro-coccygienne,127,84,"14,40",43,0,0
M45+9,Spondylarthrite ankylosante - Localisation vertébrale non précisée,431,223,"5,96",208,0,0
"",Total,4 228,2 073,"",2 155,"",0
