"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M4306","Spondylolyse - Région lombaire","38","34","5,35","1 à 10","1 à 10","0"
"M4307","Spondylolyse - Région lombo-sacrée","32","28","4,25","1 à 10","0","0"
"M431","Spondylolisthésis","112","103","5,56","1 à 10","1 à 10","0"
"M4310","Spondylolisthésis - Localisations vertébrales multiples","16","11","9,27","1 à 10","1 à 10","0"
"M4312","Spondylolisthésis - Région cervicale","37","34","6,47","1 à 10","1 à 10","0"
"M4315","Spondylolisthésis - Région dorso-lombaire","46","41","7,63","1 à 10","1 à 10","0"
"M4316","Spondylolisthésis - Région lombaire","1 703","1 654","5,44","49","12","0"
"M4317","Spondylolisthésis - Région lombo-sacrée","560","537","5,25","23","1 à 10","0"
"M436","Torticolis","224","79","3,33","145","64","0"
"M4362","Torticolis - Région cervicale","378","156","3,42","222","102","0"
"M438","Autres dorsopathies avec déformation précisées","22","18","5,83","1 à 10","0","0"
"M4386","Autres dorsopathies avec déformation précisées - Région lombaire","29","25","14,68","1 à 10","0","0"
"M4387","Autres dorsopathies avec déformation précisées - Région lombo-sacrée","11","11","4,00","0","0","0"
"","Total","3 267","2 773","","494","","0"
