"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"C490","Tumeur maligne du tissu conjonctif et des autres tissus mous de la tête, de la face et du cou","296","147","8,63","149","14","0"
"C491","Tumeur maligne du tissu conjonctif et des autres tissus mous du membre supérieur, y compris l'épaule","457","302","6,36","155","1 à 10","0"
"C492","Tumeur maligne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche","1 261","962","8,97","299","16","0"
"C4930","Tumeur maligne des vaisseaux (sanguins) (lymphatiques) du thorax","34","24","10,92","1 à 10","1 à 10","0"
"C4938","Autres tumeurs malignes du tissu conjonctif et autres tissus mous du thorax","276","191","8,97","85","24","0"
"C4940","Tumeur maligne des vaisseaux (sanguins) (lymphatiques) de l'abdomen","63","45","11,20","18","1 à 10","0"
"C4948","Autres tumeurs malignes du tissu conjonctif et autres tissus mous de l'abdomen","482","384","10,67","98","0","0"
"C4950","Tumeur maligne des vaisseaux (sanguins) (lymphatiques) du bassin","23","13","13,23","1 à 10","1 à 10","0"
"C4958","Autres tumeurs malignes du tissu conjonctif et autres tissus mous du bassin","287","230","8,48","57","0","0"
"C496","Tumeur maligne du tissu conjonctif et des autres tissus mous du tronc, sans précision","138","86","5,45","52","1 à 10","0"
"C498","Tumeur maligne à localisations contiguës du tissu conjonctif et des autres tissus mous","74","39","12,03","35","1 à 10","0"
"","Total","3 391","2 423","","968","","0"
