Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
T500,Intoxication par minéralocorticoïdes et leurs antagonistes,37,14,"4,50",23,17,0
T501,Intoxication par diurétiques de l'anse,37,15,"6,60",22,16,0
T502,"Intoxication par inhibiteurs de l'anhydrase carbonique, benzothiadiazides et autres diurétiques",57,26,"5,69",31,21,0
T503,"Intoxication par produits agissant sur l'équilibre électrolytique, calorique et hydrique",32,14,"10,36",18,12,0
T504,Intoxication par médicaments agissant sur le métabolisme de l'acide urique,63,36,"5,61",27,19,0
T506,"Intoxication par antidotes et chélateurs, non classés ailleurs",12,1 à 10,NA,1 à 10,1 à 10,0
T507,Intoxication par analeptiques et antagonistes des opiacés,74,25,"6,72",49,38,0
T508,Intoxication par agents de diagnostic,136,32,"4,47",104,67,0
T509,"Intoxication par médicaments et substances biologiques, autres et sans précision",2 238,472,"4,64",1 766,1 261,0
"",Total,2 687,638,"",2 049,"",0
