Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
F020,Démence de la maladie de Pick (G31.0),27,1 à 10,NA,22,1 à 10,0
F02001,"Démence moyenne de la maladie de Pick, sans symptôme supplémentaire",18,1 à 10,NA,13,0,0
F02002,"Démence sévère de la maladie de Pick, sans symptôme supplémentaire",13,1 à 10,NA,1 à 10,0,0
F022,Démence de la maladie de Huntington (G10),14,12,"23,50",1 à 10,1 à 10,0
F023,Démence de la maladie de Parkinson (G20),465,311,"14,56",154,37,0
F0230,"Démence de la maladie de Parkinson, sans symptôme supplémentaire",56,32,"13,06",24,1 à 10,0
F02300,"Démence légère de la maladie de Parkinson, sans symptôme supplémentaire",77,24,"12,00",53,0,0
F02301,"Démence moyenne de la maladie de Parkinson, sans symptôme supplémentaire",97,42,"15,17",55,1 à 10,0
F02302,"Démence sévère de la maladie de Parkinson, sans symptôme supplémentaire",85,65,"13,92",20,1 à 10,0
F0231,"Démence de la maladie de Parkinson, avec symptômes essentiellement délirants",21,16,"13,44",1 à 10,1 à 10,0
F02311,"Démence moyenne de la maladie de Parkinson, avec symptômes essentiellement délirants",21,16,"9,56",1 à 10,1 à 10,0
F02312,"Démence sévère de la maladie de Parkinson, avec symptômes essentiellement délirants",14,14,"12,93",0,0,0
F0232,"Démence de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires",65,58,"18,22",1 à 10,1 à 10,0
F02320,"Démence légère de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires",22,19,"10,00",1 à 10,0,0
F02321,"Démence moyenne de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires",48,39,"12,62",1 à 10,0,0
F02322,"Démence sévère de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires",44,41,"22,76",1 à 10,1 à 10,0
F0233,"Démence de la maladie de Parkinson, avec symptômes essentiellement dépressifs",22,16,"17,69",1 à 10,0,0
F02330,"Démence légère de la maladie de Parkinson, avec symptômes essentiellement dépressifs",18,1 à 10,NA,1 à 10,1 à 10,0
F02331,"Démence moyenne de la maladie de Parkinson, avec symptômes essentiellement dépressifs",13,1 à 10,NA,1 à 10,0,0
F02332,"Démence sévère de la maladie de Parkinson, avec symptômes essentiellement dépressifs",12,11,"12,64",1 à 10,0,0
F0234,"Démence de la maladie de Parkinson, avec symptômes mixtes",42,32,"18,59",1 à 10,1 à 10,0
F02340,"Démence légère de la maladie de Parkinson, avec symptômes mixtes",26,14,"16,36",12,1 à 10,0
F02341,"Démence moyenne de la maladie de Parkinson, avec symptômes mixtes",32,25,"20,28",1 à 10,1 à 10,0
F02342,"Démence sévère de la maladie de Parkinson, avec symptômes mixtes",62,51,"13,06",11,1 à 10,0
F028,Démence au cours d'autres maladies classées ailleurs,531,256,"16,85",275,23,0
F0280,"Démence associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire",71,39,"21,38",32,1 à 10,0
F02800,"Démence légère associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire",125,16,"13,06",109,1 à 10,0
F02801,"Démence moyenne associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire",149,55,"14,09",94,1 à 10,0
F02802,"Démence sévère associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire",151,102,"15,41",49,1 à 10,0
F0281,"Démence associée à d'autres maladies classées ailleurs, avec symptômes essentiellement délirants",24,18,"13,33",1 à 10,1 à 10,0
F02811,"Démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes essentiellement délirants",24,20,"16,95",1 à 10,0,0
F02812,"Démence sévère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement délirants",30,26,"22,12",1 à 10,0,0
F0282,"Démence associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires",56,41,"14,85",15,1 à 10,0
F02820,"Démence légère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires",39,24,"15,71",15,0,0
F02821,"Démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires",58,38,"16,50",20,1 à 10,0
F02822,"Démence sévère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires",60,52,"23,92",1 à 10,1 à 10,0
F0283,"Démence associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs",14,1 à 10,NA,1 à 10,0,0
F02830,"Démence légère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs",12,1 à 10,NA,1 à 10,0,0
F02831,"Démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs",27,1 à 10,NA,18,0,0
F02832,"Démence sévère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs",19,11,"11,09",1 à 10,1 à 10,0
F0284,"Démence associée à d'autres maladies classées ailleurs, avec symptômes mixtes",42,31,"18,00",11,1 à 10,0
F02840,"Démence légère associée à d'autres maladies classées ailleurs, avec symptômes mixtes",12,1 à 10,NA,1 à 10,1 à 10,0
F02841,"Démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes mixtes",39,16,"17,94",23,1 à 10,0
F02842,"Démence sévère associée à d'autres maladies classées ailleurs, avec symptômes mixtes",71,54,"15,87",17,1 à 10,0
"",Total,2 932,1 735,"",1 197,"",0
