Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
D230,Tumeur bénigne de la peau de la lèvre,49,1 à 10,NA,48,0,0
D231,"Tumeur bénigne de la peau de la paupière, y compris le canthus",1 038,32,"1,41",1 006,0,0
D232,Tumeur bénigne de la peau de l'oreille et du conduit auditif externe,281,16,"1,44",265,1 à 10,0
D233,"Tumeur bénigne de la peau des parties de la face, autres et non précisées",914,62,"1,68",852,0,0
D234,Tumeur bénigne de la peau du cuir chevelu et du cou,511,61,"2,05",450,0,0
D235,Tumeur bénigne de la peau du tronc,456,39,"2,97",417,0,0
D236,"Tumeur bénigne de la peau du membre supérieur, y compris l'épaule",638,32,"1,56",606,0,0
D237,"Tumeur bénigne de la peau du membre inférieur, y compris la hanche",530,47,"2,45",483,0,0
D239,"Tumeur bénigne de la peau, sans précision",201,1 à 10,NA,193,0,0
"",Total,4 618,298,"",4 320,"",0
