"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"Q20","Malformations congénitales des cavités et des orifices cardiaques","1 159","1 037","11,40","122","1 à 10","0"
"Q21","Malformations congénitales des cloisons cardiaques","7 926","7 039","4,42","887","96","0"
"Q22","Malformations congénitales de la valve pulmonaire et de la valvule tricuspide","813","737","8,75","76","1 à 10","0"
"Q23","Malformations congénitales des valvules aortique et mitrale","723","632","11,71","91","1 à 10","0"
"Q24","Autres malformations congénitales cardiaques","533","403","8,71","130","1 à 10","0"
"Q25","Malformations congénitales des gros vaisseaux","1 864","1 701","7,09","163","16","0"
"Q26","Malformations congénitales des grandes veines","267","227","8,22","40","1 à 10","0"
"Q27","Autres malformations congénitales de l'appareil circulatoire périphérique","1 920","508","3,87","1 412","72","0"
"Q28","Autres malformations congénitales de l'appareil circulatoire","2 245","1 434","6,43","811","125","0"
"","Total","17 450","13 718","","3 732","","0"
