Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
N30,Cystite,15 523,13 425,"7,82",2 098,0,0
N31,Dysfonctionnement neuromusculaire de la vessie,11 484,1 416,"5,94",10 068,52,0
N32,Autres affections de la vessie,7 629,5 058,"5,21",2 571,1 à 10,0
N33,Affections de la vessie au cours de maladies classées ailleurs,81,42,"4,71",39,0,0
N34,Urétrite et syndrome urétral,322,235,"5,41",87,1 à 10,0
N35,Rétrécissement urétral,4 113,3 507,"2,11",606,1 à 10,0
N36,Autres affections de l'urètre,1 492,1 197,"3,87",295,1 à 10,0
N37,Affections de l'urètre au cours de maladies classées ailleurs,48,43,"4,02",1 à 10,0,0
N39,Autres affections de l'appareil urinaire,44 458,35 116,"7,14",9 342,19,0
"",Total,85 150,60 039,"",25 111,"",0
