Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
C780,Tumeur maligne secondaire du poumon,5 894,3 852,"7,24",2 042,929,0
C781,Tumeur maligne secondaire du médiastin,234,142,"8,87",92,23,0
C782,Tumeur maligne secondaire de la plèvre,3 040,2 490,"9,73",550,145,0
C783,"Tumeur maligne secondaire des organes respiratoires, autres et non précisés",154,113,"6,93",41,15,0
C784,Tumeur maligne secondaire de l'intestin grêle,209,193,"13,74",16,1 à 10,0
C785,Tumeur maligne secondaire du gros intestin et du rectum,267,184,"11,90",83,12,0
C786,Tumeur maligne secondaire du rétropéritoine et du péritoine,7 434,6 223,"9,81",1 211,356,0
C787,Tumeur maligne secondaire du foie et des voies biliaires intrahépatiques,13 310,8 313,"7,92",4 997,1 674,0
C788,"Tumeur maligne secondaire des organes digestifs, autres et non précisés",680,448,"11,52",232,0,0
"",Total,31 222,21 958,"",9 264,"",0
