Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
D37,Tumeur de la cavité buccale et des organes digestifs à évolution imprévisible ou inconnue,16 842,12 501,"3,66",4 341,506,0
D38,Tumeur de l'oreille moyenne et des organes respiratoires et intrathoraciques à évolution imprévisible ou inconnue,4 781,2 933,"8,44",1 848,574,0
D39,Tumeur des organes génitaux de la femme à évolution imprévisible ou inconnue,2 309,1 912,"4,32",397,109,0
D40,Tumeur des organes génitaux de l'homme à évolution imprévisible ou inconnue,714,219,"5,05",495,32,0
D41,Tumeur des organes urinaires à évolution imprévisible ou inconnue,2 847,2 236,"5,01",611,206,0
D42,Tumeur des méninges à évolution imprévisible ou inconnue,738,596,"8,35",142,95,0
D43,Tumeur de l'encéphale et du système nerveux central à évolution imprévisible ou inconnue,2 947,2 341,"9,03",606,381,0
D44,Tumeur des glandes endocrines à évolution imprévisible ou inconnue,3 275,2 044,"5,03",1 231,151,0
D45,Polyglobulie essentielle,1 005,225,"8,09",780,0,0
D46,Syndromes myélodysplasiques,3 952,3 047,"11,02",905,0,0
D47,"Autres tumeurs des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue",2 824,1 331,"10,87",1 493,0,0
D48,Tumeur de sièges autres et non précisés à évolution imprévisible ou inconnue,3 255,1 506,"6,66",1 749,128,0
"",Total,45 489,30 891,"",14 598,"",0
