"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"160100000","Fœtus et nouveau-né affectés par des troubles maternels et par des complications de la grossesse, du travail et de l'accouchement","12 518","12 492","5,24","26","0","0"
"160200000","Anomalies liées à la durée de la gestation et à la croissance du fœtus","35 746","35 746","17,79","0","0","0"
"160300000","Traumatismes obstétricaux","602","570","4,86","32","1 à 10","0"
"160400000","Affections respiratoires et cardio-vasculaires spécifiques de la période périnatale","25 854","25 773","11,80","81","22","0"
"160500000","Infections spécifiques de la période périnatale","2 666","2 637","6,54","29","14","0"
"160600000","Affections hémorragiques et hématologiques du fœtus et du nouveau-né","14 199","14 190","5,41","1 à 10","1 à 10","0"
"160700000","Anomalies endocriniennes et métaboliques transitoires spécifiques du fœtus et du nouveau-né","4 769","4 769","6,12","0","0","0"
"160800000","Affections de l'appareil digestif du fœtus et du nouveau-né","1 557","1 549","13,23","1 à 10","0","0"
"160900000","Affections intéressant les téguments et la régulation themique du fœtus et du nouveau-né","1 855","1 586","3,48","269","26","0"
"161000000","Autres affections dont l'origine se situe dans la période périnatale","15 410","15 378","3,83","32","1 à 10","0"
"","Total","115 176","114 690","","486","","0"
