Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
O30,Grossesse multiple,3 282,2 973,"7,68",309,1 à 10,0
O31,Complications spécifiques à une grossesse multiple,107,86,"5,40",21,1 à 10,0
O32,Soins maternels pour présentation anormale connue ou présumée du foetus,11 654,9 825,"5,04",1 829,12,0
O33,Soins maternels pour disproportion foeto-pelvienne connue ou présumée,1 089,1 071,"4,84",18,1 à 10,0
O34,Soins maternels pour anomalie connue ou présumée des organes pelviens,27 992,26 455,"4,68",1 537,34,0
O35,"Soins maternels pour anomalie et lésion foetales, connues ou présumées",4 072,2 291,"3,57",1 781,576,0
O36,Soins maternels pour d'autres affections connues ou présumées du foetus,33 433,26 389,"5,03",7 044,554,0
O40,Hydramnios,909,722,"4,01",187,1 à 10,0
O41,Autres anomalies du liquide amniotique et des membranes,4 426,4 271,"5,16",155,32,0
O42,Rupture prématurée des membranes,40 308,37 792,"5,09",2 516,116,0
O43,Anomalies du placenta,910,803,"5,53",107,1 à 10,0
O44,Placenta praevia,4 573,4 025,"6,43",548,278,0
O45,Décollement prématuré du placenta [hématome rétro-placentaire],1 292,1 226,"6,00",66,1 à 10,0
O46,"Hémorragie précédant l'accouchement, non classée ailleurs",3 233,2 903,"3,54",330,1 à 10,0
O47,Faux travail,16 539,7 973,"3,95",8 566,4 981,0
O48,Grossesse prolongée,8 970,8 226,"4,37",744,35,0
"",Total,162 789,137 031,"",25 758,"",0
