"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"E130","Autres diabètes sucrés précisés, avec coma","54","46","8,59","1 à 10","1 à 10","0"
"E131","Autres diabètes sucrés précisés, avec acidocétose","603","528","8,92","75","48","0"
"E132","Autres diabètes sucrés précisés, avec complications rénales","135","116","6,91","19","0","0"
"E133","Autres diabètes sucrés précisés, avec complications oculaires","95","79","5,27","16","0","0"
"E134","Autres diabètes sucrés précisés, avec complications neurologiques","139","121","6,65","18","0","0"
"E135","Autres diabètes sucrés précisés, avec complications vasculaires périphériques","70","51","5,84","19","1 à 10","0"
"E136","Autres diabètes sucrés précisés, avec autres complications précisées","205","162","8,40","43","19","0"
"E137","Autres diabètes sucrés précisés, avec complications multiples","233","201","6,83","32","1 à 10","0"
"E139","Autres diabètes sucrés précisés, sans complication","1 875","1 489","6,75","386","89","0"
"","Total","3 409","2 793","","616","","0"
