Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
D100,Tumeur bénigne de la lèvre,122,17,"2,18",105,0,0
D101,Tumeur bénigne de la langue,336,110,"1,84",226,0,0
D102,Tumeur bénigne du plancher de la bouche,50,15,"1,80",35,0,0
D103,"Tumeur bénigne de parties de la bouche, autres et non précisées",482,130,"2,32",352,0,0
D104,Tumeur bénigne d'une amygdale,202,56,"1,71",146,16,0
D105,Tumeur bénigne d'autres parties de l'oropharynx,144,36,"2,39",108,25,0
D106,Tumeur bénigne du rhinopharynx,181,60,"4,15",121,14,0
D107,Tumeur bénigne de l'hypopharynx,58,15,"1,87",43,1 à 10,0
D109,"Tumeur bénigne du pharynx, sans précision",24,1 à 10,NA,15,1 à 10,0
"",Total,1 599,448,"",1 151,"",0
