Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
T8600,Rejet d'une greffe de moelle osseuse par l'hôte,29,18,"21,33",11,0,0
T8601,Réaction aigüe d'un greffon de moelle osseuse contre l'hôte,637,404,"22,47",233,0,0
T8602,Réaction chronique d'un greffon de moelle osseuse contre l'hôte,212,134,"17,93",78,0,0
T861,Échec et rejet d'une greffe de rein,1 453,1 146,"7,46",307,0,0
T862,Échec et rejet d'une greffe de coeur,371,217,"8,17",154,0,0
T863,Échec et rejet d'une greffe coeur-poumon,25,25,"9,28",0,0,0
T864,Échec et rejet d'une greffe de foie,257,202,"10,62",55,0,0
T8681,Echec et rejet de greffe de pancréas,13,12,"10,83",1 à 10,0,0
T8682,Echec et rejet de greffe de poumon,314,264,"10,18",50,0,0
T8683,Echec et rejet de greffe de cornée,612,514,"2,21",98,0,0
T8685,Echec et rejet de greffe de peau,63,48,"14,90",15,0,0
T8688,Autres échecs et rejets de greffe,20,16,"7,06",1 à 10,0,0
"",Total,4 024,3 016,"",1 008,"",0
