"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"E1100","Diabète sucré de type 2, insulinotraité, avec coma","631","508","14,32","123","80","0"
"E1108","Diabète sucré de type 2 non insulinotraité ou sans précision, avec coma","303","214","12,36","89","38","0"
"E1110","Diabète sucré de type 2 insulinotraité, avec acidocétose","5 162","4 565","10,29","597","389","0"
"E1118","Diabète sucré de type 2 non insulinotraité ou sans précision, avec acidocétose","1 843","1 466","10,31","377","248","0"
"E1120","Diabète sucré de type 2 insulinotraité, avec complications rénales","3 765","3 185","5,97","580","0","0"
"E1128","Diabète sucré de type 2 non insulinotraité ou sans précision, avec complications rénales","884","684","5,16","200","0","0"
"E1130","Diabète sucré de type 2 insulinotraité, avec complications oculaires","2 564","2 132","5,63","432","0","0"
"E1138","Diabète sucré de type 2 non insulinotraité ou sans précision, avec complications oculaires","481","357","5,76","124","0","0"
"E1140","Diabète sucré de type 2 insulinotraité, avec complications neurologiques","3 037","2 560","6,54","477","52","0"
"E1148","Diabète sucré de type 2 non insulinotraité ou sans précision, avec complications neurologiques","740","560","6,28","180","21","0"
"E1150","Diabète sucré de type 2 insulinotraité, avec complications vasculaires périphériques","1 988","1 611","7,41","377","52","0"
"E1158","Diabète sucré de type 2 non insulinotraité ou sans précision, avec complications vasculaires périphériques","627","431","6,71","196","30","0"
"E1160","Diabète sucré de type 2 insulinotraité, avec autres complications précisées","2 592","2 145","7,56","447","181","0"
"E1168","Diabète sucré de type 2 non insulinotraité ou sans précision, avec autres complications précisées","820","621","6,70","199","95","0"
"E1170","Diabète sucré de type 2 insulinotraité, avec complications multiples","7 026","5 976","6,72","1 050","134","0"
"E1178","Diabète sucré de type 2 non insulinotraité ou sans précision, avec complications multiples","897","708","6,37","189","34","0"
"E1190","Diabète sucré de type 2 insulinotraité, sans complication","24 256","19 397","6,49","4 859","1 101","0"
"E1198","Diabète sucré de type 2 non insulinotraité ou sans précision, sans complication","9 943","6 607","5,73","3 336","685","0"
"","Total","67 559","53 727","","13 832","","0"
