"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"S90","Lésion traumatique superficielle de la cheville et du pied","1 140","610","3,35","530","0","0"
"S91","Plaie ouverte de la cheville et du pied","3 552","1 904","4,47","1 648","0","0"
"S92","Fracture du pied, sauf la cheville","6 648","5 326","4,55","1 322","345","0"
"S93","Luxation, entorse et foulure des articulations et des ligaments au niveau de la cheville et du pied","3 296","1 549","4,11","1 747","656","0"
"S94","Lésion traumatique des nerfs au niveau de la cheville et du pied","64","41","2,34","23","1 à 10","0"
"S95","Lésion traumatique de vaisseaux sanguins au niveau de la cheville et du pied","42","32","4,28","1 à 10","1 à 10","0"
"S96","Lésion traumatique de muscles et de tendons au niveau de la cheville et du pied","1 073","623","2,17","450","21","0"
"S97","Écrasement de la cheville et du pied","104","72","14,85","32","1 à 10","0"
"S98","Amputation traumatique de la cheville et du pied","184","153","7,47","31","1 à 10","0"
"S99","Lésions traumatiques de la cheville et du pied, autres et sans précision","133","50","4,02","83","31","0"
"","Total","16 236","10 360","","5 876","","0"
