"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"R00","Anomalies du rythme cardiaque","12 000","3 918","3,12","8 082","2 010","0"
"R01","Souffles et autres bruits cardiaques","224","43","3,23","181","1 à 10","0"
"R02","Gangrène, non classée ailleurs","2 953","2 094","13,03","859","225","0"
"R03","Constatation d'une anomalie de la tension artérielle, sans diagnostic","587","327","2,26","260","0","0"
"R04","Hémorragie des voies respiratoires","16 802","9 838","3,85","6 964","2 838","0"
"R05","Toux","5 572","5 270","0,87","302","0","0"
"R06","Anomalies de la respiration","33 073","32 545","1,19","528","39","0"
"R07","Douleur au niveau de la gorge et du thorax","111 291","13 482","2,42","97 809","32 551","0"
"R09","Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire","1 681","1 469","2,84","212","74","0"
"","Total","184 183","68 986","","115 197","","0"
