Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
O350,Soins maternels pour malformation (présumée) du système nerveux central du foetus,549,342,"3,28",207,166,0
O351,Soins maternels pour anomalie chromosomique (présumée) du foetus,644,315,"3,18",329,143,0
O352,Soins maternels pour maladie héréditaire (présumée) du foetus,67,35,"2,86",32,11,0
O353,Soins maternels pour lésions foetales (présumées) résultant d'une maladie virale de la mère,119,84,"3,23",35,1 à 10,0
O354,Soins maternels pour lésions foetales (présumées) dues à l'alcoolisme maternel,14,1 à 10,NA,1 à 10,1 à 10,0
O355,Soins maternels pour lésions foetales (présumées) médicamenteuses,20,14,"5,50",1 à 10,0,0
O357,Soins maternels pour lésions foetales (présumées) dues à d'autres actes à visée diagnostique et thérapeutique,63,12,"3,17",51,1 à 10,0
O358,Soins maternels pour d'autres anomalies et lésions foetales (présumées),2 360,1 380,"3,66",980,235,0
O359,"Soins maternels pour anomalie et lésion foetales (présumées), sans précision",232,101,"4,64",131,1 à 10,0
"",Total,4 072,2 291,"",1 781,"",0
