Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S80,Lésion traumatique superficielle de la jambe,5 262,3 801,"5,38",1 461,0,0
S81,Plaie ouverte de la jambe,5 297,3 712,"4,18",1 585,0,0
S82,"Fracture de la jambe, y compris la cheville",58 794,48 042,"5,63",10 752,4 400,0
S83,"Luxation, entorse et foulure des articulations et des ligaments du genou",7 834,3 017,"2,99",4 817,574,0
S84,Lésion traumatique des nerfs au niveau de la jambe,96,70,"5,90",26,1 à 10,0
S85,Lésion traumatique de vaisseaux sanguins au niveau de la jambe,450,354,"10,98",96,42,0
S86,Lésion traumatique de muscles et de tendons au niveau de la jambe,5 774,3 022,"2,59",2 752,232,0
S87,Écrasement de la jambe,49,34,"11,56",15,1 à 10,0
S88,Amputation traumatique de la jambe,43,39,"24,74",1 à 10,0,0
S89,"Lésions traumatiques de la jambe, autres et sans précision",141,70,"11,11",71,26,0
"",Total,83 740,62 161,"",21 579,"",0
