"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M05","Polyarthrite rhumatoïde séropositive","5 111","3 222","5,98","1 889","0","0"
"M06","Autres polyarthrites rhumatoïdes","5 383","3 598","7,28","1 785","0","0"
"M07","Arthropathies psoriasiques et entéropathiques","1 214","742","5,39","472","1 à 10","0"
"M08","Polyarthrites juvéniles","800","411","5,72","389","0","0"
"M09","Polyarthrite juvénile au cours de maladies classées ailleurs","37","13","5,08","24","0","0"
"M10","Goutte","5 661","4 838","8,31","823","0","0"
"M11","Autres arthropathies dues à des microcristaux","7 430","6 834","9,12","596","0","0"
"M12","Autres arthropathies spécifiques","719","264","4,22","455","0","0"
"M13","Autres arthrites","7 539","5 924","6,41","1 615","0","0"
"M14","Arthropathies au cours d'autres maladies classées ailleurs","332","248","9,71","84","0","0"
"","Total","34 226","26 094","","8 132","","0"
