Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z5100,Séance de préparation à une irradiation,128 669,0,"",0,0,128 669
Z5101,Séance d'irradiation,1 942 702,26 151,"1,42",0,0,1 916 551
Z511,Séance de chimiothérapie pour tumeur,2 787 803,46 997,"6,00",69 516,99 618,2 671 290
Z512,Autres formes de chimiothérapie,952 374,27 374,"2,60",0,0,925 000
Z513,Transfusion sanguine (sans mention de diagnostic),8 308,175,"3,57",302,302,7 831
Z5130,Séance de transfusion de produit sanguin labile,222 453,2 913,"3,87",4 023,4 023,215 517
Z5131,Séance d'aphérèse sanguine,46 537,893,"3,38",516,516,45 128
Z514,"Soins préparatoires pour traitement ultérieur, non classés ailleurs",14 187,1 137,"3,77",13 050,721,0
Z515,Soins palliatifs,83 667,71 382,"16,94",12 285,0,0
Z516,Désensibilisation aux allergènes,22 829,139,"1,15",22 690,0,0
Z5180,Séance d'oxygénothérapie hyperbare,52 978,24,"6,63",29,29,52 925
Z5188,"Autres formes précisées de soins médicaux, non classées ailleurs",50 398,1 831,"5,07",48 567,681,0
"",Total,6 312 905,179 016,"",170 978,"",5 962 911
