Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z500,Rééducation cardiaque,760,354,"3,39",406,0,0
Z501,Autres thérapies physiques,995,81,"17,37",914,0,0
Z502,Sevrage d'alcool,69 367,21 957,"11,27",47 410,531,0
Z503,Rééducation des drogués et après abus de médicaments,14 911,4 529,"12,69",10 382,92,0
Z504,"Psychothérapie, non classée ailleurs",1 750,18,"5,11",1 732,0,0
Z505,Orthophonie,25,1 à 10,NA,21,0,0
Z506,Éducation de la vision [orthoptique],525,0,"",525,0,0
Z508,Soins impliquant d'autres moyens de rééducation,4 156,766,"3,75",3 390,0,0
Z509,"Soin impliquant une rééducation, sans précision",14,1 à 10,NA,1 à 10,0,0
"",Total,92 508,27 714,"",64 794,"",0
