"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"D210","Tumeur bénigne du tissu conjonctif et des autres tissus mous de la tête, de la face et du cou","244","72","3,78","172","1 à 10","0"
"D211","Tumeur bénigne du tissu conjonctif et des autres tissus mous du membre supérieur, y compris l'épaule","1 301","110","2,53","1 191","1 à 10","0"
"D212","Tumeur bénigne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche","1 074","251","2,49","823","1 à 10","0"
"D2130","Tumeur bénigne des vaisseaux (sanguins) (lymphatiques) du thorax","11","1 à 10","NA","1 à 10","1 à 10","0"
"D2138","Autres tumeurs bénignes du tissu conjonctif et autres tissus mous du thorax","148","55","2,65","93","1 à 10","0"
"D2140","Tumeur bénigne des vaisseaux (sanguins) (lymphatiques) de l'abdomen","21","12","13,42","1 à 10","0","0"
"D2148","Autres tumeurs bénignes du tissu conjonctif et autres tissus mous de l'abdomen","89","26","3,77","63","1 à 10","0"
"D2158","Autres tumeurs bénignes du tissu conjonctif et autres tissus mous du bassin","94","44","4,36","50","0","0"
"D216","Tumeur bénigne du tissu conjonctif et des autres tissus mous du tronc, sans précision","101","22","4,00","79","1 à 10","0"
"D219","Tumeur bénigne du tissu conjonctif et des autres tissus mous, sans précision","61","20","2,55","41","1 à 10","0"
"","Total","3 153","616","","2 537","","0"
