"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F060","État hallucinatoire organique","115","63","12,76","52","33","0"
"F061","Catatonie organique","313","208","18,07","105","56","0"
"F062","Trouble délirant organique [d'allure schizophrénique]","418","112","6,25","306","156","0"
"F063","Troubles organiques de l'humeur [affectifs]","102","35","7,97","67","45","0"
"F0630","Trouble maniaque organique","23","1 à 10","NA","15","1 à 10","0"
"F0631","Trouble bipolaire organique","78","21","10,10","57","21","0"
"F0632","Trouble dépressif organique","66","21","12,52","45","26","0"
"F064","Trouble anxieux organique","95","37","10,22","58","36","0"
"F066","Labilité [asthénie] émotionnelle organique","38","16","7,06","22","15","0"
"F067","Trouble cognitif léger","12 216","1 588","10,79","10 628","337","0"
"F0670","Trouble cognitif léger non associé à un trouble physique","8 400","1 337","10,73","7 063","210","0"
"F0671","Trouble cognitif léger associé à un trouble physique","1 864","542","11,76","1 322","82","0"
"F068","Autres troubles mentaux précisés dus à une lésion cérébrale et un dysfonctionnement cérébral et à une affection physique","1 091","604","11,45","487","49","0"
"F069","Trouble mental sans précision, dû à une lésion cérébrale et un dysfonctionnement cérébral, et à une affection physique","96","56","10,36","40","15","0"
"","Total","24 927","4 655","","20 272","","0"
