Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z940,Greffe de rein,26 309,26 293,"0,27",16,1 à 10,0
Z941,Greffe du coeur,10 867,8 480,"0,58",2 387,1 à 10,0
Z942,Greffe de poumon,8 654,7 779,"0,45",875,0,0
Z943,Greffe de coeur et poumon,447,436,"0,11",11,0,0
Z944,Greffe de foie,7 426,7 425,"1,13",1 à 10,0,0
Z945,Greffe de peau,584,224,"7,33",360,0,0
Z946,Greffe d'os,25,19,"4,32",1 à 10,0,0
Z947,Greffe de cornée,133,88,"1,44",45,0,0
Z94800,Autogreffe de cellules souches hématopoïétiques,1 466,244,"19,58",1 222,0,0
Z94802,"Allogreffe de cellules souches hématopoïétiques, greffon de moelle osseuse, de cellules souches périphériques ou d'unité de sang placentaire de donneur apparenté",9 701,81,"17,04",9 620,0,0
Z94803,"Allogreffe de cellules souches hématopoïétiques, greffon de moelle osseuse ou de cellules souches périphériques de donneur non apparenté",12 067,97,"19,27",11 970,0,0
Z94804,"Allogreffe de cellules souches hématopoïétiques, greffon d'unité de sang placentaire de donneur non apparenté",1 459,1 à 10,NA,1 455,0,0
Z94809,"Allogreffe de cellules souches hématopoïétiques, autres et sans précision",1 010,17,"23,47",993,0,0
Z9481,Greffe de pancréas,291,291,"2,51",0,0,0
Z9488,"Greffe d'organes et de tissus, autres",58,49,"12,76",1 à 10,0,0
"",Total,80 501,51 530,"",28 971,"",0
