"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F000","Démence de la maladie d'Alzheimer, à début précoce (G30.0)","303","102","13,92","201","39","0"
"F0000","Démence de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire","62","17","33,18","45","1 à 10","0"
"F00000","Démence légère de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire","72","1 à 10","NA","65","1 à 10","0"
"F00001","Démence moyenne de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire","122","31","12,00","91","15","0"
"F00002","Démence sévère de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire","154","97","22,21","57","12","0"
"F0001","Démence de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement délirants","26","19","14,84","1 à 10","1 à 10","0"
"F00011","Démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement délirants","16","1 à 10","NA","1 à 10","1 à 10","0"
"F00012","Démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement délirants","46","35","12,80","11","1 à 10","0"
"F0002","Démence de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement hallucinatoires","17","1 à 10","NA","1 à 10","1 à 10","0"
"F00022","Démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement hallucinatoires","17","13","17,85","1 à 10","1 à 10","0"
"F0003","Démence de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs","13","1 à 10","NA","1 à 10","1 à 10","0"
"F00030","Démence légère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs","15","1 à 10","NA","11","0","0"
"F00031","Démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs","24","1 à 10","NA","17","0","0"
"F00032","Démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs","32","22","13,36","1 à 10","1 à 10","0"
"F0004","Démence de la maladie d'Alzheimer, à début précoce, avec symptômes mixtes","15","1 à 10","NA","1 à 10","1 à 10","0"
"F00041","Démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes mixtes","24","1 à 10","NA","17","1 à 10","0"
"F00042","Démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes mixtes","52","39","19,69","13","1 à 10","0"
"F001","Démence de la maladie d'Alzheimer, à début tardif (G30.1)","1 434","307","15,77","1 127","55","0"
"F0010","Démence de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire","200","48","18,83","152","1 à 10","0"
"F00100","Démence légère de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire","584","47","10,91","537","1 à 10","0"
"F00101","Démence moyenne de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire","1 007","188","13,09","819","22","0"
"F00102","Démence sévère de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire","719","483","15,51","236","18","0"
"F0011","Démence de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants","27","23","18,00","1 à 10","1 à 10","0"
"F00110","Démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants","17","11","14,91","1 à 10","1 à 10","0"
"F00111","Démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants","60","41","12,54","19","1 à 10","0"
"F00112","Démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants","116","100","14,38","16","1 à 10","0"
"F0012","Démence de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement hallucinatoires","26","21","21,38","1 à 10","0","0"
"F00121","Démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement hallucinatoires","23","12","12,25","11","0","0"
"F00122","Démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement hallucinatoires","51","42","18,45","1 à 10","0","0"
"F0013","Démence de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs","33","17","14,82","16","1 à 10","0"
"F00130","Démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs","54","1 à 10","NA","45","0","0"
"F00131","Démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs","118","30","13,80","88","0","0"
"F00132","Démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs","90","63","17,73","27","1 à 10","0"
"F0014","Démence de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes","38","23","14,70","15","1 à 10","0"
"F00140","Démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes","26","1 à 10","NA","16","1 à 10","0"
"F00141","Démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes","108","48","15,79","60","1 à 10","0"
"F00142","Démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes","226","194","17,77","32","1 à 10","0"
"F002","Démence de la maladie d'Alzheimer, forme atypique ou mixte (G30.8)","317","54","12,22","263","1 à 10","0"
"F0020","Démence de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire","60","1 à 10","NA","50","1 à 10","0"
"F00200","Démence légère de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire","264","1 à 10","NA","255","1 à 10","0"
"F00201","Démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire","422","60","13,25","362","1 à 10","0"
"F00202","Démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire","200","95","15,20","105","1 à 10","0"
"F00211","Démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement délirants","26","1 à 10","NA","22","0","0"
"F00212","Démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement délirants","33","27","17,74","1 à 10","0","0"
"F00221","Démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement hallucinatoires","13","1 à 10","NA","1 à 10","0","0"
"F0023","Démence de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs","11","1 à 10","NA","1 à 10","0","0"
"F00230","Démence légère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs","40","1 à 10","NA","39","0","0"
"F00231","Démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs","65","1 à 10","NA","60","0","0"
"F00232","Démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs","30","16","22,00","14","0","0"
"F0024","Démence de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes","19","11","23,45","1 à 10","1 à 10","0"
"F00240","Démence légère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes","11","1 à 10","NA","1 à 10","0","0"
"F00241","Démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes","87","17","12,59","70","0","0"
"F00242","Démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes","82","55","13,51","27","1 à 10","0"
"F009","Démence de la maladie d'Alzheimer, sans précision (G30.9)","1 181","496","14,33","685","113","0"
