Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
K620,Polype anal,504,218,"0,79",286,11,0
K621,Polype rectal,5 909,4 938,"0,27",971,86,0
K622,Prolapsus anal,193,76,"5,18",117,28,0
K623,Prolapsus rectal,1 680,1 394,"4,14",286,93,0
K624,Sténose de l'anus et du rectum,1 547,837,"2,92",710,131,0
K625,Hémorragie de l'anus et du rectum,25 340,11 696,"5,82",13 644,4 467,0
K626,Ulcère de l'anus et du rectum,774,436,"7,01",338,72,0
K627,Rectite due à un irradiation,1 840,1 095,"3,26",745,102,0
K628,Autres maladies précisées de l'anus et du rectum,2 257,635,"5,35",1 622,202,0
"",Total,40 044,21 325,"",18 719,"",0
