"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"H65","Otite moyenne non suppurée","18 791","2 067","2,26","16 724","739","0"
"H66","Otite moyenne suppurée et sans précision","4 964","1 883","3,38","3 081","1 118","0"
"H67","Otite moyenne au cours de maladies classées ailleurs","47","29","3,62","18","12","0"
"H68","Salpingite et obstruction de la trompe d'Eustache","93","28","2,25","65","1 à 10","0"
"H69","Autres affections de la trompe d'Eustache","105","11","1,09","94","1 à 10","0"
"H70","Mastoïdite et affections apparentées","1 696","1 607","5,05","89","25","0"
"H71","Cholestéatome de l'oreille moyenne","3 727","1 883","1,61","1 844","13","0"
"H72","Perforation du tympan","3 954","998","1,32","2 956","27","0"
"H73","Autres affections du tympan","629","162","1,54","467","1 à 10","0"
"H74","Autres affections de l'oreille moyenne et de l'apophyse mastoïde","473","142","2,01","331","1 à 10","0"
"","Total","34 485","8 813","","25 672","","0"
